Leader,From Lap,To Lap,# Of Laps
Denny Hamlin,1,3,3
Michael McDowell,4,20,17
William Byron,21,21,1
A.J. Allmendinger,22,23,2
William Byron,24,55,32
Kyle Busch,56,57,2
William Byron,58,90,33
