driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
William Byron,2,1,1,1,4,1,1,14,13,4,28.6,22,90,100.0,66,73.3,90,149.3
Denny Hamlin,1,2,2,1,8,2,-1,15,16,5,33.3,11,90,100.0,3,3.3,90,119.8
Christopher Bell,7,6,3,3,15,5,3,21,18,14,66.7,5,90,100.0,0,0.0,90,109.7
A.J. Allmendinger,6,5,4,1,7,4,3,17,14,7,41.2,7,90,100.0,2,2.2,90,111.0
Ty Gibbs,4,3,5,3,14,4,-6,20,26,10,50.0,3,90,100.0,0,0.0,90,114.4
Martin Truex Jr,19,14,6,5,33,13,-1,53,54,5,9.4,5,57,63.3,0,0.0,90,89.4
Chris Buescher,13,16,7,3,23,13,-6,48,54,16,33.3,2,55,61.1,0,0.0,90,86.7
Tyler Reddick,8,12,8,7,24,11,-15,35,50,16,45.7,3,80,88.9,0,0.0,90,92.9
Ryan Blaney,23,15,9,7,34,16,1,56,55,7,12.5,0,42,46.7,0,0.0,90,81.8
Joey Logano,11,13,10,9,27,12,-11,41,52,14,34.1,0,84,93.3,0,0.0,90,81.8
Todd Gilliland,25,22,11,11,34,21,-5,32,37,1,3.1,1,32,35.6,0,0.0,90,69.0
Bubba Wallace,12,9,12,1,17,10,6,28,22,15,53.6,0,89,98.9,0,0.0,90,88.3
Ricky Stenhouse Jr,28,21,13,12,31,19,-5,34,39,1,2.9,0,32,35.6,0,0.0,90,70.5
Kyle Busch,9,7,14,1,26,11,10,37,27,15,40.5,0,72,80.0,2,2.2,90,85.0
Brad Keselowski,24,25,15,4,35,20,22,65,43,12,18.5,1,42,46.7,0,0.0,90,62.9
Austin Cindric,17,26,16,13,31,19,-15,46,61,8,17.4,0,21,23.3,0,0.0,90,61.0
Ryan Preece,30,19,17,13,30,21,-8,37,45,2,5.4,0,3,3.3,0,0.0,90,60.8
Ross Chastain,22,17,18,8,27,18,10,56,46,11,19.6,0,9,10.0,0,0.0,90,68.8
Mike Rockenfeller,21,28,19,12,35,24,8,46,38,3,6.5,0,5,5.6,0,0.0,90,54.7
Corey LaJoie,10,20,20,9,32,22,17,45,28,2,4.4,0,5,5.6,0,0.0,90,54.8
Kevin Harvick,33,24,21,9,33,25,15,58,43,4,6.9,0,4,4.4,0,0.0,90,49.7
Daniel Suarez,14,23,22,10,35,25,-16,48,64,2,4.2,0,4,4.4,0,0.0,90,49.5
Alex Bowman,18,18,23,11,29,21,5,49,44,7,14.3,0,6,6.7,0,0.0,90,53.2
Justin Haley,20,30,24,10,34,29,11,64,53,3,4.7,0,1,1.1,0,0.0,90,41.2
Andy Lally,29,34,25,7,35,28,4,55,51,8,14.5,0,6,6.7,0,0.0,90,41.5
Kyle Larson,5,4,26,3,30,11,8,38,30,13,34.2,12,58,64.4,0,0.0,90,84.8
Josh Bilicki,35,31,27,12,35,29,9,60,51,2,3.3,0,0,0.0,0,0.0,90,32.8
Cole Custer,34,33,28,12,36,31,14,55,41,3,5.5,0,1,1.1,0,0.0,90,31.5
Erik Jones,31,29,29,9,32,28,14,66,52,4,6.1,0,3,3.3,0,0.0,90,39.5
Aric Almirola,27,27,30,22,35,29,-2,39,41,0,0.0,0,0,0.0,0,0.0,90,35.8
Austin Dillon,16,10,31,3,31,15,4,32,28,13,40.6,0,54,60.0,0,0.0,90,66.2
Chase Elliott,15,8,32,6,36,20,7,51,44,16,31.4,3,49,55.1,0,0.0,89,70.9
Harrison Burton,32,36,33,27,36,34,-8,8,16,0,0.0,0,0,0.0,0,0.0,89,25.5
Ty Dillon,36,35,34,21,36,32,-7,27,34,0,0.0,0,0,0.0,0,0.0,89,27.7
Chase Briscoe,26,32,35,13,36,27,-15,36,51,3,8.3,3,21,25.3,0,0.0,83,47.7
Michael McDowell,3,11,36,1,27,14,-51,47,98,17,36.2,5,65,87.8,17,23.0,74,89.8
