Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,2,6,Brad Keselowski,Castrol   (Jack Roush),Ford,293,running,37,57,5
2,4,54,Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,293,running,34,52,0
3,33,4,Josh Berry,Harrison's   (Stewart Haas Racing),Ford,293,running,0,34,0
4,7,11,Denny Hamlin,Yahoo!   (Joe Gibbs),Toyota,293,running,1,36,0
5,13,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,293,running,0,32,0
6,5,24,William Byron,AXALTA Throwback   (Rick Hendrick),Chevrolet,293,running,2,38,0
7,8,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,293,running,6,33,0
8,18,48,Alex Bowman,Ally Throwback   (Rick Hendrick),Chevrolet,293,running,0,29,0
9,28,51,Justin Haley,NC Fraternal Order of Police   (Rick Ware),Ford,293,running,0,28,0
10,16,34,Michael McDowell,LONG JOHN SILVER'S   (Bob Jenkins),Ford,293,running,0,27,0
11,9,1,Ross Chastain,Busch Light Throwback   (Trackhouse Racing),Chevrolet,293,running,0,27,0
12,31,9,Chase Elliott,UniFirst Throwback   (Rick Hendrick),Chevrolet,293,running,0,25,0
13,12,20,Christopher Bell,DEWALT 100 Years   (Joe Gibbs),Toyota,293,running,0,24,0
14,36,10,Noah Gragson,Overstock.com   (Stewart Haas Racing),Ford,293,running,0,23,0
15,15,38,Todd Gilliland,gener8tor   (Bob Jenkins),Ford,293,running,0,27,0
16,24,7,Corey LaJoie,Razzle Dazzle   (Spire Motorsports),Chevrolet,293,running,0,21,0
17,26,41,Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,293,running,0,20,0
18,34,15,Kaz Grala,N29 Capital Partners   (Rick Ware),Ford,293,running,0,19,0
19,30,43,Erik Jones,AdventHealth   (Legacy Motor Club),Toyota,293,running,0,18,0
20,25,2,Austin Cindric,Freightliner   (Roger Penske),Ford,293,running,0,17,0
21,14,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,293,running,0,23,0
22,35,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,293,running,0,15,0
23,20,47,Ricky Stenhouse Jr,Oscar Mayer/Artesano Bread   (JTG-Daugherty Racing),Chevrolet,293,running,0,14,0
24,19,99,Daniel Suarez,Quaker State   (Trackhouse Racing),Chevrolet,293,running,0,13,0
25,10,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,293,running,0,18,0
26,21,77,Carson Hocevar,Premier Security/NLEOMF.org   (Spire Motorsports),Chevrolet,293,running,2,11,0
27,11,8,Kyle Busch,Zone   (Richard Childress),Chevrolet,293,running,0,10,0
28,23,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,293,running,0,9,0
29,32,16,Derek Kraus,projectwyoming.com   (Matthew Kaulig),Chevrolet,292,running,0,8,0
30,3,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,291,running,21,15,0
31,22,42,John H. Nemechek,Family Dollar   (Legacy Motor Club),Toyota,291,running,0,6,0
32,1,45,Tyler Reddick,MoneyLion   (23XI Racing),Toyota,291,running,174,22,1
33,29,31,Daniel Hemric,Black's Tire   (Matthew Kaulig),Chevrolet,290,running,0,4,0
34,6,5,Kyle Larson,HendrickCars.com Throwback   (Rick Hendrick),Chevrolet,252,crash,15,19,1
35,27,71,Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,161,crash,0,2,0
36,17,12,Ryan Blaney,Menards  Maytag   (Roger Penske),Ford,129,dvp,1,4,0
