driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Brad Keselowski,2,3,1,1,10,3,-2,56,58,44,78.6,26,293,100.0,37,12.6,293,127.5
Ty Gibbs,4,2,2,1,25,4,10,69,59,38,55.1,26,283,96.6,34,11.6,293,121.3
Josh Berry,33,9,3,3,35,14,30,102,72,36,35.3,5,185,63.1,0,0.0,293,91.8
Denny Hamlin,7,7,4,1,24,8,-9,74,83,39,52.7,3,286,97.6,1,0.3,293,101.1
Chase Briscoe,13,11,5,5,27,13,7,78,71,43,55.1,3,224,76.5,0,0.0,293,91.0
William Byron,5,5,6,1,18,6,-6,47,53,30,63.8,11,289,98.6,2,0.7,293,105.7
Bubba Wallace,8,10,7,1,27,9,-5,75,80,39,52.0,4,273,93.2,6,2.0,293,94.7
Alex Bowman,18,16,8,7,28,15,0,90,90,31,34.4,0,127,43.3,0,0.0,293,79.8
Justin Haley,28,19,9,7,33,20,25,123,98,32,26.0,0,94,32.1,0,0.0,293,72.5
Michael McDowell,16,14,10,3,32,16,7,103,96,33,32.0,0,132,45.1,0,0.0,293,76.2
Ross Chastain,9,12,11,7,30,14,-9,72,81,28,38.9,3,232,79.2,0,0.0,293,82.7
Chase Elliott,31,22,12,11,35,22,27,121,94,17,14.1,2,49,16.7,0,0.0,293,63.5
Christopher Bell,12,17,13,8,34,17,-1,77,78,18,23.4,0,162,55.3,0,0.0,293,70.8
Noah Gragson,36,15,14,9,36,20,10,112,102,21,18.8,1,115,39.2,0,0.0,293,65.9
Todd Gilliland,15,13,15,4,30,12,21,108,87,58,53.7,5,256,87.4,0,0.0,293,84.8
Corey LaJoie,24,23,16,4,30,20,-2,89,91,9,10.1,3,28,9.6,0,0.0,293,65.2
Ryan Preece,26,26,17,15,35,25,4,86,82,1,1.2,2,1,0.3,0,0.0,293,53.8
Kaz Grala,34,31,18,11,36,30,0,112,112,2,1.8,0,0,0.0,0,0.0,293,44.0
Erik Jones,30,20,19,12,34,24,9,104,95,0,0.0,1,5,1.7,0,0.0,293,52.2
Austin Cindric,25,18,20,9,33,20,-3,84,87,5,6.0,0,14,4.8,0,0.0,293,58.8
Joey Logano,14,6,21,3,31,10,14,69,55,34,49.3,0,253,86.3,0,0.0,293,82.8
Harrison Burton,35,30,22,14,36,27,10,89,79,1,1.1,0,1,0.3,0,0.0,293,45.8
Ricky Stenhouse Jr,20,33,23,1,34,28,-2,89,91,6,6.7,0,9,3.1,0,0.0,293,44.5
Daniel Suarez,19,34,24,2,36,29,-14,99,113,10,10.1,2,10,3.4,0,0.0,293,38.5
Martin Truex Jr,10,27,25,3,34,17,-2,85,87,17,20.0,3,125,42.7,0,0.0,293,66.2
Carson Hocevar,21,24,26,1,32,24,-11,87,98,9,10.3,3,12,4.1,2,0.7,293,44.5
Kyle Busch,11,21,27,10,33,23,-17,93,110,10,10.8,4,44,15.0,0,0.0,293,50.8
Austin Dillon,23,25,28,4,36,28,-20,116,136,9,7.8,2,7,2.4,0,0.0,293,36.3
Derek Kraus,32,28,29,11,36,31,-14,57,71,4,7.0,0,5,1.7,0,0.0,292,28.7
Chris Buescher,3,8,30,1,33,8,-27,96,123,50,52.1,12,275,94.5,21,7.2,291,87.6
John H. Nemechek,22,35,31,7,36,28,6,64,58,4,6.3,3,4,1.4,0,0.0,291,48.4
Tyler Reddick,1,1,32,1,33,3,-35,55,90,34,61.8,75,284,97.6,174,59.8,291,119.2
Daniel Hemric,29,29,33,7,36,31,-10,86,96,5,5.8,0,4,1.4,0,0.0,290,30.8
Kyle Larson,6,4,34,1,34,9,5,60,55,31,51.7,19,245,97.2,15,6.0,252,91.7
Zane Smith,27,32,35,27,36,34,-6,29,35,0,0.0,1,0,0.0,0,0.0,161,25.8
Ryan Blaney,17,36,36,1,36,26,8,59,51,14,23.7,29,69,53.5,1,0.8,129,55.8
