Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,11,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,163,running,2,40,5
2,12,6,Brad Keselowski,King's Hawaiian   (Jack Roush),Ford,163,running,6,45,1
3,2,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,163,running,3,34,0
4,23,9,Chase Elliott,Llumar   (Rick Hendrick),Chevrolet,163,running,2,37,0
5,14,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,163,running,9,39,0
6,31,48,Alex Bowman,Ally Arena   (Rick Hendrick),Chevrolet,163,running,0,38,0
7,18,8,Kyle Busch,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,163,running,5,39,0
8,27,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,163,running,1,35,0
9,10,4,Kevin Harvick,Gearwrench   (Stewart Haas Racing),Ford,163,running,14,36,0
10,37,7,Corey LaJoie,NEGU   (Spire Motorsports),Chevrolet,163,running,0,27,0
11,30,77,Ty Dillon,Gainbridge   (Spire Motorsports),Chevrolet,163,running,0,26,0
12,4,23,Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,163,running,0,30,0
13,39,34,Michael McDowell,Fr8Auctions   (Bob Jenkins),Ford,163,running,0,24,0
14,26,62,Austin Hill,United Rentals / Beard Oil   (Beard Motorsports),Chevrolet,163,running,0,0,0
15,36,13,Chandler Smith,"Quick Tie Products, Inc.   (Matthew Kaulig)",Chevrolet,163,running,0,0,0
16,15,20,Christopher Bell,Yahoo!   (Joe Gibbs),Toyota,163,running,0,30,0
17,25,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,163,running,19,22,0
18,24,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,163,running,0,19,0
19,33,51,J.J. Yeley,Biohaven/Jacob Co.   (Rick Ware),Ford,163,running,0,0,0
20,22,99,Daniel Suarez,Freeway.com   (Trackhouse Racing),Chevrolet,163,running,1,26,0
21,28,31,Justin Haley,Celsius   (Matthew Kaulig),Chevrolet,163,running,0,16,0
22,29,42,Josh Berry,Sunseeker Resort   (Legacy Motor Club),Chevrolet,163,running,0,0,0
23,38,78,B.J. McLeod,B'laster   (B.J. McLeod),Chevrolet,163,running,0,14,0
24,13,19,Martin Truex Jr,Bass Pro Shops / Ducks Unlimited   (Joe Gibbs),Toyota,163,running,4,23,1
25,20,45,Tyler Reddick,The Beast Unleashed   (23XI Racing),Toyota,163,running,0,17,0
26,19,11,Denny Hamlin,FedEx Cares   (Joe Gibbs),Toyota,162,running,12,14,0
27,7,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,161,running,0,10,0
28,3,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,160,running,5,9,0
29,17,16,A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,160,running,8,8,0
30,1,14,Chase Briscoe,Magical Vacation Planner   (Stewart Haas Racing),Ford,156,crash,67,9,0
31,9,41,Ryan Preece,RaceChoice.com   (Stewart Haas Racing),Ford,155,crash,0,6,0
32,35,38,Todd Gilliland,Boot Barn   (Bob Jenkins),Ford,131,overheating,0,5,0
33,21,3,Austin Dillon,BREZTRI   (Richard Childress),Chevrolet,102,crash,0,7,0
34,32,47,Ricky Stenhouse Jr,Boost by Kroger/Entenmann's   (JTG-Daugherty Racing),Chevrolet,96,crash,1,3,0
35,5,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,94,crash,0,9,0
36,8,12,Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,94,crash,4,1,0
37,16,2,Austin Cindric,MenardsCardell Cabinetry   (Roger Penske),Ford,94,crash,0,5,0
38,6,36,Riley Herbst,Monster Energy Zero Sugar   (Bob Jenkins),Ford,94,crash,0,0,0
39,34,15,Brennan Poole,Finance Pro Plus   (Rick Ware),Ford,93,crash,0,0,0
