Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,3,5,Kyle Larson,Hendrickcars.com   (Rick Hendrick),Chevrolet,267,running,103,50,6
2,10,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,267,running,27,54,1
3,14,18,Kyle Busch,Ethel M Chocolates   (Joe Gibbs),Toyota,267,running,0,36,0
4,6,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,267,running,47,48,0
5,26,12,Ryan Blaney,Menards / Pennzoil   (Roger Penske),Ford,267,running,1,46,0
6,4,19,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,267,running,6,35,0
7,16,20,Christopher Bell,Craftsman   (Joe Gibbs),Toyota,267,running,0,39,0
8,2,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,267,running,25,40,0
9,15,22,Joey Logano,Pennzoil   (Roger Penske),Ford,267,running,7,30,0
10,29,43,Erik Jones,Medallion Bank   (Richard Petty Motorsports),Chevrolet,267,running,0,27,0
11,17,47,Ricky Stenhouse Jr,Kroger / Cottonelle / Hungry Jack   (JTG-Daugherty Racing),Chevrolet,267,running,0,26,0
12,12,3,Austin Dillon,BetMGM   (Richard Childress),Chevrolet,267,running,0,25,0
13,8,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,267,running,22,34,0
14,18,17,Chris Buescher,Fastenal / Loctite   (Jack Roush),Ford,267,running,0,23,0
15,19,37,Ryan Preece,Natural Light Naturdays   (JTG-Daugherty Racing),Chevrolet,266,running,0,22,0
16,30,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,266,running,0,24,0
17,5,34,Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,266,running,9,20,0
18,13,6,Ryan Newman,Wyndham Rewards / Days Inn   (Jack Roush),Ford,266,running,0,19,0
19,7,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,266,running,0,18,0
20,1,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,266,running,0,17,0
21,24,14,Chase Briscoe,Ford Performance Racing School   (Stewart Haas Racing),Ford,266,running,0,16,0
22,11,8,Tyler Reddick,Quartz Hill Records / Ben Gallaher   (Richard Childress),Chevrolet,266,running,7,15,0
23,21,42,Ross Chastain,Clover   (Chip Ganassi),Chevrolet,266,running,0,14,0
24,27,38,Anthony Alfredo,Speedy Cash   (Bob Jenkins),Ford,266,running,1,13,0
25,20,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,266,running,0,12,0
26,22,99,Daniel Suarez,Camping World   (Trackhouse Racing),Chevrolet,265,running,12,11,0
27,9,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,265,running,0,21,0
28,23,23,Bubba Wallace,Columbia Sportswear   (23XI Racing),Toyota,262,running,0,9,0
29,25,77,Justin Haley,Nations Guard   (Spire Motorsports),Chevrolet,262,running,0,0,0
30,34,78,B.J. McLeod,Surface Sunscreen   (B.J. McLeod),Ford,260,running,0,0,0
31,31,53,Garrett Smithley,Trophy Tractor / Texas Strong   (Rick Ware),Chevrolet,259,running,0,0,0
32,32,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,259,running,0,0,0
33,36,00,Quin Houff,8 Ball Chocolate Whiskey   (StarCom Racing),Chevrolet,256,running,0,4,0
34,37,15,Joey Gase,NV Donor Network   (Rick Ware),Chevrolet,255,running,0,0,0
35,35,52,Josh Bilicki,Dollar Loan Center   (Rick Ware),Ford,252,running,0,2,0
36,38,66,Timmy Hill,LasVegas.net   (Carl Long),Toyota,246,running,0,0,0
37,33,7,Corey LaJoie,Built Bar   (Spire Motorsports),Chevrolet,188,rear end,0,1,0
38,28,10,Aric Almirola,Smithfield Power Bites   (Stewart Haas Racing),Ford,178,crash,0,1,0
