driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Denny Hamlin,8,18,1,1,29,8,23,93,70,58,62.4,11,149,93.1,9,5.6,160,118.7
Tyler Reddick,7,19,2,1,30,10,21,92,71,49,53.3,6,146,91.3,15,9.4,160,109.6
Martin Truex Jr,2,2,3,1,22,6,-1,60,61,37,61.7,20,155,96.9,20,12.5,160,123.2
Kevin Harvick,4,7,4,2,31,11,-17,90,107,47,52.2,2,117,73.1,0,0.0,160,94.5
Ty Gibbs,11,1,5,1,28,9,-27,60,87,32,53.3,5,133,83.1,4,2.5,160,110.7
Christopher Bell,5,26,6,2,31,13,-29,82,111,38,46.3,1,109,68.1,0,0.0,160,90.3
Ricky Stenhouse Jr,22,31,7,2,35,19,-11,129,140,19,14.7,0,43,26.9,0,0.0,160,74.7
Harrison Burton,26,13,8,2,32,20,-2,124,126,27,21.8,0,54,33.8,0,0.0,160,65.0
Erik Jones,24,8,9,2,33,16,4,106,102,29,27.4,4,71,44.4,0,0.0,160,79.7
Chase Elliott,35,3,10,3,35,14,6,114,108,42,36.8,4,100,62.5,0,0.0,160,86.5
Bubba Wallace,10,24,11,3,31,14,13,103,90,42,40.8,3,103,64.4,0,0.0,160,87.0
Aric Almirola,27,32,12,2,34,19,30,130,100,34,26.2,0,55,34.4,0,0.0,160,62.8
Ross Chastain,21,33,13,10,34,21,11,119,108,22,18.5,2,26,16.3,0,0.0,160,58.8
William Byron,1,17,14,1,26,6,-25,67,92,33,49.3,17,140,87.5,60,37.5,160,124.1
Todd Gilliland,36,15,15,3,36,24,29,119,90,26,21.8,0,44,27.5,0,0.0,160,48.2
Brad Keselowski,13,30,16,4,32,15,-32,98,130,23,23.5,0,78,48.8,0,0.0,160,72.8
A.J. Allmendinger,16,25,17,4,32,17,17,117,100,36,30.8,1,77,48.1,0,0.0,160,72.5
Chris Buescher,18,28,18,4,32,15,0,107,107,24,22.4,1,79,49.4,0,0.0,160,78.8
Michael McDowell,15,9,19,4,32,18,-8,91,99,29,31.9,0,78,48.8,0,0.0,160,67.7
Kyle Larson,3,6,20,1,34,11,8,104,96,38,36.5,8,113,70.6,24,15.0,160,88.4
Kyle Busch,25,29,21,10,35,21,-6,122,128,11,9.0,2,32,20.0,0,0.0,160,58.8
Noah Gragson,32,11,22,5,34,23,-2,131,133,22,16.8,0,26,16.3,0,0.0,160,48.3
Austin Cindric,9,34,23,6,34,18,-38,107,145,26,24.3,0,63,39.4,0,0.0,160,57.2
Alex Bowman,20,16,24,3,33,14,-5,127,132,38,29.9,7,102,63.8,0,0.0,160,78.3
Cole Custer,31,22,25,6,35,30,3,62,59,0,0.0,0,2,1.3,0,0.0,160,34.0
J.J. Yeley,28,21,26,8,36,28,1,74,73,13,17.6,0,22,13.8,0,0.0,160,36.7
Corey LaJoie,12,12,27,1,35,21,6,114,108,24,21.1,0,40,25.0,5,3.1,160,54.2
Ty Dillon,33,10,28,2,33,24,20,109,89,10,9.2,0,16,10.0,0,0.0,160,36.3
Chase Briscoe,29,14,29,7,35,28,13,107,94,8,7.5,0,9,5.6,0,0.0,160,34.0
Ryan Blaney,14,20,30,1,31,13,-31,70,101,29,41.4,6,108,67.5,2,1.3,160,73.0
Ryan Preece,34,4,31,3,34,22,-2,111,113,16,14.4,0,24,15.1,0,0.0,159,44.8
B.J. McLeod,30,23,32,20,36,32,1,53,52,0,0.0,0,0,0.0,0,0.0,159,27.3
Justin Haley,19,27,33,8,32,21,13,103,90,13,12.6,1,32,20.9,0,0.0,153,52.7
Austin Dillon,23,5,34,2,33,26,10,88,78,17,19.3,3,19,18.1,0,0.0,105,44.8
Joey Logano,6,35,35,1,36,28,-2,5,7,3,60.0,2,31,64.6,21,43.8,48,83.3
Daniel Suarez,17,36,36,12,35,33,9,29,20,2,6.9,0,4,10.8,0,0.0,37,28.0
