Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,2,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,109,running,27,49,5
2,8,22,Joey Logano,Shell / Pennzoil / AutoTrader   (Roger Penske),Ford,109,running,0,44,0
3,14,20,Erik Jones,Craftsman ACE / CMN   (Joe Gibbs),Toyota,109,running,1,35,0
4,10,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,109,running,0,33,0
5,24,12,Ryan Blaney,Menards / Cardell Cabinetry   (Roger Penske),Ford,109,running,14,46,1
6,13,24,William Byron,Hendrickcars.com   (Rick Hendrick),Chevrolet,109,running,27,42,0
7,7,19,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,109,running,0,37,0
8,5,88,Alex Bowman,Valvoline   (Rick Hendrick),Chevrolet,109,running,2,34,0
9,28,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,109,running,0,28,0
10,11,14,Clint Bowyer,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,109,running,9,27,0
11,4,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,109,running,0,26,0
12,16,8,Tyler Reddick,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,109,running,0,28,0
13,30,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,109,running,0,24,0
14,18,37,Ryan Preece,Maxwell Houses For Heroes   (JTG-Daugherty Racing),Chevrolet,109,running,8,23,0
15,1,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,109,running,0,22,0
16,12,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,109,running,0,21,0
17,38,47,Ricky Stenhouse Jr,Kroger / Energizer / Hershey's / Cheerios   (JTG-Daugherty Racing),Chevrolet,109,running,0,20,0
18,3,2,Brad Keselowski,Western Star / Alliance Parts   (Roger Penske),Ford,109,running,7,20,0
19,6,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,109,running,0,18,0
20,21,17,Chris Buescher,Fastenal / Wypall   (Jack Roush),Ford,109,running,0,17,0
21,26,43,Bubba Wallace,Columbia Omni-Heat   (Richard Petty Motorsports),Chevrolet,109,running,0,18,0
22,20,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,109,running,0,23,0
23,17,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,109,running,5,24,1
24,35,95,Christopher Bell,Rheem / Procore   (Leavine Family Racing),Toyota,109,running,6,30,0
25,34,96,Daniel Suarez,"Coca-Cola ""El orgullo nos guia""   (Gaunt Brothers)",Toyota,109,running,0,12,0
26,36,27,Gray Gaulding,Panini   (Rick Ware),Ford,109,running,0,0,0
27,32,32,Corey LaJoie,One Nation Coffee   (Archie St. Hilaire),Ford,109,running,0,10,0
28,25,00,Quin Houff,Sim Seats   (StarCom Racing),Chevrolet,109,running,0,9,0
29,37,53,James Davison,Tilson / Veterans Bridge Home   (Rick Ware),Chevrolet,109,running,0,8,0
30,9,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,109,running,3,7,0
31,15,6,Ryan Newman,Castrol   (Jack Roush),Ford,109,running,0,11,0
32,31,34,Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,109,running,0,7,0
33,29,51,Josh Bilicki,Lemons of Love / Rich Mar Florist   (Rick Ware),Ford,108,running,0,0,0
34,23,42,Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,108,running,0,3,0
35,33,77,J.J. Yeley,BetterForYourHealth.com   (Spire Motorsports),Chevrolet,108,running,0,0,0
36,19,38,John H. Nemechek,Citgard   (Bob Jenkins),Ford,105,running,0,1,0
37,22,15,Brennan Poole,Remember Everyone Deployed   (Rick Ware),Chevrolet,95,suspension,0,1,0
38,27,66,Timmy Hill,RoofClaim.com   (Carl Long),Toyota,57,engine,0,0,0
