Leader,From Lap,To Lap,# Of Laps
Brad Keselowski,1,7,7
Chase Elliott,8,12,5
Clint Bowyer,13,20,8
Ty Dillon,21,25,5
Christopher Bell,26,29,4
William Byron,30,39,10
Ryan Blaney,40,51,12
Christopher Bell,52,53,2
William Byron,54,70,17
Clint Bowyer,71,71,1
Ryan Blaney,72,73,2
Ryan Preece,74,81,8
Alex Bowman,82,83,2
Chase Elliott,84,87,4
Kyle Busch,88,90,3
Erik Jones,91,91,1
Chase Elliott,92,109,18
