Rank,Driver,Wins,Points
1,Kyle Larson,3,561
2,Chase Elliott,1,547
3,Denny Hamlin,3,535
4,Tyler Reddick,1,512
5,Martin Truex Jr,0,508
6,William Byron,3,495
7,Ty Gibbs,0,466
7,Brad Keselowski,1,466
9,Christopher Bell,2,465
10,Ross Chastain,0,453
11,Alex Bowman,0,445
12,Ryan Blaney,0,444
13,Chris Buescher,0,412
14,Bubba Wallace,0,388
15,Kyle Busch,0,380
16,Joey Logano,0,372
