Leader,From Lap,To Lap,# Of Laps
Joey Logano,1,16,16
Tyler Reddick,17,33,17
Ryan Blaney,34,34,1
Tyler Reddick,35,52,18
Chris Buescher,53,67,15
A.J. Allmendinger,68,70,3
Kyle Larson,71,80,10
Chase Elliott,81,83,3
Chris Buescher,84,100,17
Martin Truex Jr,101,101,1
Kyle Larson,102,110,9
