driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
A.J. Allmendinger,6,2,1,1,20,4,-11,55,66,18,32.7,17,106,97.2,46,42.2,109,142.5
William Byron,14,4,2,2,26,8,-5,66,71,22,33.3,3,103,94.5,0,0.0,109,108.2
Kyle Busch,5,1,3,1,24,5,-10,86,96,19,22.1,8,105,96.3,6,5.5,109,118.4
Ty Gibbs,10,3,4,1,19,5,-8,63,71,24,38.1,7,108,99.1,0,0.0,109,115.2
Joey Logano,7,5,5,4,28,8,-13,66,79,22,33.3,0,104,95.4,0,0.0,109,103.7
Tyler Reddick,1,21,6,1,28,8,40,66,26,28,42.4,9,95,87.2,27,24.8,109,114.9
Chris Buescher,20,6,7,3,23,11,-3,61,64,21,34.4,2,80,73.4,0,0.0,109,93.4
Alex Bowman,16,9,8,5,28,11,-11,78,89,23,29.5,1,98,89.9,0,0.0,109,89.2
Chase Elliott,8,22,9,1,35,11,32,90,58,21,23.3,7,77,70.6,15,13.8,109,104.7
Ross Chastain,12,26,10,3,32,17,29,104,75,19,18.3,0,43,39.5,0,0.0,109,79.0
Ryan Preece,18,14,11,9,32,17,-3,88,91,21,23.9,0,55,50.5,0,0.0,109,74.3
Ryan Blaney,17,8,12,1,35,15,11,95,84,12,12.6,2,64,58.7,6,5.5,109,86.6
Kyle Larson,36,27,13,4,36,17,37,107,70,20,18.7,3,59,54.1,0,0.0,109,77.5
Austin Dillon,15,13,14,2,35,18,-27,89,116,12,13.5,1,37,33.9,0,0.0,109,76.6
Christopher Bell,2,30,15,1,30,11,1,81,80,15,18.5,5,81,74.3,9,8.3,109,90.2
Bubba Wallace,4,28,16,2,32,17,18,98,80,13,13.3,1,43,39.5,0,0.0,109,77.1
Corey LaJoie,24,15,17,6,33,21,8,105,97,16,15.2,0,25,22.9,0,0.0,109,62.2
Brad Keselowski,19,10,18,7,33,19,14,141,127,12,8.5,1,31,28.4,0,0.0,109,67.2
Kevin Harvick,22,12,19,12,36,22,-25,77,102,2,2.6,5,8,7.3,0,0.0,109,60.4
Martin Truex Jr,11,29,20,4,33,20,38,83,45,12,14.5,2,34,31.2,0,0.0,109,66.3
Aric Almirola,21,36,21,8,36,25,-22,71,93,3,4.2,1,2,1.8,0,0.0,109,52.1
Justin Haley,25,17,22,2,31,21,-12,113,125,7,6.2,1,5,4.6,0,0.0,109,55.7
Todd Gilliland,32,20,23,11,34,23,5,109,104,7,6.4,0,9,8.3,0,0.0,109,48.7
Harrison Burton,31,23,24,14,36,27,-7,96,103,0,0.0,1,1,0.9,0,0.0,109,46.2
Austin Cindric,29,11,25,8,36,19,-15,85,100,13,15.3,2,44,40.4,0,0.0,109,62.4
Josh Bilicki,28,37,26,10,37,29,0,87,87,6,6.9,0,3,2.8,0,0.0,109,44.8
Austin Hill,33,24,27,21,36,30,-29,77,106,0,0.0,0,0,0.0,0,0.0,109,37.5
Chase Briscoe,30,16,28,13,34,22,-6,92,98,9,9.8,0,27,24.8,0,0.0,109,48.0
Mike Rockenfeller,26,35,29,18,36,31,7,111,104,0,0.0,0,0,0.0,0,0.0,109,32.3
Zane Smith,34,18,30,17,36,29,-14,100,114,0,0.0,0,0,0.0,0,0.0,109,38.5
Ty Dillon,37,34,31,14,37,31,8,97,89,1,1.0,0,0,0.0,0,0.0,109,28.8
Michael McDowell,13,31,32,7,36,22,8,83,75,15,18.1,1,46,42.2,0,0.0,109,47.1
Daniel Suarez,3,7,33,2,34,11,-19,73,92,28,38.4,2,87,79.8,0,0.0,109,72.6
Ricky Stenhouse Jr,27,32,34,9,37,33,-2,57,59,4,7.0,1,4,4.2,0,0.0,96,27.3
Andy Lally,35,25,35,19,37,31,-14,72,86,0,0.0,0,0,0.0,0,0.0,84,30.0
Erik Jones,23,19,36,17,36,31,-16,79,95,0,0.0,0,0,0.0,0,0.0,79,30.5
Denny Hamlin,9,33,37,2,37,22,16,64,48,11,17.2,0,51,67.1,0,0.0,76,58.0
