Leader,From Lap,To Lap,# Of Laps
Kyle Larson,1,26,26
Chase Elliott,27,52,26
Joey Logano,53,56,4
Chris Buescher,57,60,4
Daniel Suarez,61,81,21
Brad Keselowski,82,84,3
Daniel Suarez,85,110,26
