driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Daniel Suarez,8,4,1,1,20,4,-13,37,50,11,29.7,15,105,95.5,47,42.7,110,137.5
Chris Buescher,3,3,2,1,13,3,-16,38,54,15,39.5,16,110,100.0,4,3.6,110,128.1
Michael McDowell,4,9,3,2,16,5,-22,44,66,13,29.5,0,107,97.3,0,0.0,110,114.8
Kevin Harvick,23,5,4,2,23,8,-4,53,57,17,32.1,5,92,83.6,0,0.0,110,110.8
Austin Cindric,25,16,5,5,28,12,-11,63,74,14,22.2,0,77,70.0,0,0.0,110,94.0
Ryan Blaney,14,11,6,3,24,9,-16,61,77,25,41.0,0,105,95.5,0,0.0,110,100.2
Ross Chastain,7,13,7,2,30,9,-25,48,73,25,52.1,3,102,92.7,0,0.0,110,100.4
Chase Elliott,2,8,8,1,35,9,1,62,61,9,14.5,14,83,75.5,26,23.6,110,105.9
William Byron,20,27,9,8,28,17,-13,53,66,13,24.5,1,57,51.8,0,0.0,110,79.4
Brad Keselowski,22,12,10,1,24,12,14,54,40,23,42.6,1,89,80.9,3,2.7,110,91.2
Austin Dillon,13,18,11,2,27,14,-4,37,41,16,43.2,0,78,70.9,0,0.0,110,80.8
Justin Haley,18,14,12,4,31,20,57,111,54,12,10.8,3,26,23.6,0,0.0,110,64.6
Chase Briscoe,15,22,13,7,25,14,-24,66,90,13,19.7,0,69,62.7,0,0.0,110,80.8
Aric Almirola,21,2,14,2,30,20,74,94,20,14,14.9,1,16,14.5,0,0.0,110,65.4
Kyle Larson,1,21,15,1,32,12,5,60,55,14,23.3,12,74,67.3,26,23.6,110,90.8
Alex Bowman,19,17,16,6,28,14,-26,58,84,12,20.7,1,57,51.8,0,0.0,110,77.9
Joey Logano,9,1,17,1,27,17,58,74,16,17,23.0,0,37,33.6,4,3.6,110,70.4
Kurt Busch,11,31,18,8,33,22,-8,69,77,9,13.0,0,21,19.1,0,0.0,110,55.0
A.J. Allmendinger,16,30,19,6,34,20,-14,54,68,12,22.2,1,32,29.1,0,0.0,110,61.5
Joey Hand,17,29,20,4,32,20,-8,44,52,9,20.5,0,11,10.0,0,0.0,110,61.5
Cole Custer,6,20,21,5,31,15,-40,50,90,10,20.0,1,73,66.4,0,0.0,110,69.7
Erik Jones,33,19,22,13,35,27,38,116,78,3,2.6,0,1,0.9,0,0.0,110,40.5
Ty Dillon,34,33,23,15,34,24,-29,53,82,3,5.7,0,5,4.5,0,0.0,110,46.0
Todd Gilliland,24,6,24,4,33,24,1,75,74,6,8.0,0,6,5.5,0,0.0,110,48.2
Ricky Stenhouse Jr,32,10,25,8,33,26,55,114,59,16,14.0,0,12,10.9,0,0.0,110,42.2
Martin Truex Jr,28,28,26,10,33,20,-37,68,105,8,11.8,2,35,31.8,0,0.0,110,59.2
Christopher Bell,31,35,27,12,35,28,-4,56,60,3,5.4,9,8,7.3,0,0.0,110,49.6
Harrison Burton,26,7,28,6,33,24,22,90,68,9,10.0,0,11,10.0,0,0.0,110,43.2
Josh Bilicki,29,25,29,7,35,30,27,78,51,4,5.1,0,5,4.5,0,0.0,110,33.2
Kyle Busch,12,34,30,3,34,22,0,79,79,9,11.4,3,23,20.9,0,0.0,110,49.1
Denny Hamlin,10,23,31,8,32,17,-44,52,96,8,15.4,3,58,52.7,0,0.0,110,63.6
Cody Ware,36,24,32,10,36,31,28,76,48,5,6.6,0,4,3.7,0,0.0,109,29.2
Scott Heckert,35,32,33,11,35,32,21,61,40,2,3.3,0,3,2.8,0,0.0,109,26.3
Corey LaJoie,30,15,34,12,35,30,-5,47,52,5,10.6,0,4,4.0,0,0.0,101,32.3
Tyler Reddick,5,26,35,3,35,20,-31,35,66,9,25.7,0,54,55.7,0,0.0,97,72.7
Bubba Wallace,27,36,36,26,28,35,-7,5,12,0,0.0,0,0,0.0,0,0.0,9,23.3
