Rank,Driver,Wins,Points
1,Michael McDowell,1,106
2,Christopher Bell,1,99
3,William Byron,1,76
4,Denny Hamlin,0,139
5,Kevin Harvick,0,119
6,Joey Logano,0,108
7,Chase Elliott,0,105
8,Kurt Busch,0,104
9,Kyle Larson,0,97
10,Martin Truex Jr,0,96
11,Brad Keselowski,0,95
12,Austin Dillon,0,90
12,Ryan Preece,0,90
14,Cole Custer,0,68
15,Chris Buescher,0,67
15,Bubba Wallace,0,67
