Leader,From Lap,To Lap,# Of Laps
Martin Truex Jr,1,9,9
Joey Logano,10,63,54
William Byron,64,64,1
Chase Elliott,65,71,7
Christopher Bell,72,117,46
Kyle Larson,118,124,7
Alex Bowman,125,125,1
Todd Gilliland,126,126,1
Christopher Bell,127,177,51
Ryan Blaney,178,188,11
William Byron,189,189,1
Christopher Bell,190,235,46
Ryan Blaney,236,236,1
William Byron,237,247,11
Kyle Larson,248,253,6
William Byron,254,259,6
Joey Logano,260,312,53
