Condition,From Lap,To Lap,# Of Laps,Reason,Free Pass
green_flag,1,2,2,,
yellow_flag,3,9,7,#54 accident frontstretch,none
green_flag,10,61,52,,
yellow_flag,62,71,10,end of stage 1,#31
green_flag,72,186,115,,
yellow_flag,187,194,8,end of stage 2,#41
green_flag,195,250,56,,
yellow_flag,251,258,8,#71 accident turn 1,#23
green_flag,259,312,54,,
Percent of race run under caution: 10.6%             Average green flag run: 55.8 laps
