driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Tyler Reddick,1,2,1,1,15,4,-14,61,75,31,50.8,19,86,100.0,38,44.2,86,144.2
Austin Cindric,2,15,2,2,18,9,-17,73,90,35,47.9,1,79,91.9,0,0.0,86,109.8
Harrison Burton,13,24,3,4,32,21,16,93,77,14,15.1,0,23,26.7,0,0.0,86,69.2
Todd Gilliland,9,20,4,1,29,14,16,113,97,27,23.9,0,52,60.5,4,4.7,86,89.6
Bubba Wallace,19,3,5,2,27,14,-7,97,104,19,19.6,0,40,46.5,0,0.0,86,81.5
Joey Logano,5,16,6,2,26,15,10,96,86,21,21.9,0,34,39.5,0,0.0,86,81.5
A.J. Allmendinger,20,13,7,1,28,11,-10,87,97,37,42.5,2,60,69.8,3,3.5,86,97.4
Michael McDowell,7,11,8,3,22,10,-19,82,101,39,47.6,1,71,82.6,0,0.0,86,99.8
Cole Custer,24,27,9,6,30,20,28,121,93,11,9.1,1,20,23.3,0,0.0,86,63.6
Chris Buescher,16,34,10,10,38,29,2,44,42,11,25.0,9,12,14.0,0,0.0,86,74.7
Kyle Busch,10,22,11,2,27,13,37,115,78,47,40.9,0,62,72.1,0,0.0,86,87.2
Christopher Bell,4,1,12,1,29,7,-8,64,72,29,45.3,5,76,88.4,17,19.8,86,110.8
Ricky Stenhouse Jr,38,25,13,9,38,22,5,112,107,18,16.1,0,13,15.1,0,0.0,86,56.2
Denny Hamlin,15,5,14,3,34,18,-8,115,123,19,16.5,0,44,51.2,0,0.0,86,69.3
Erik Jones,35,9,15,7,35,22,30,120,90,8,6.7,0,19,22.1,0,0.0,86,55.5
Chase Elliott,8,17,16,1,29,11,32,118,86,40,33.9,3,62,72.1,0,0.0,86,91.5
Ty Gibbs,26,21,17,10,30,21,-26,98,124,20,20.4,0,16,18.6,0,0.0,86,60.0
Corey LaJoie,31,28,18,3,33,23,6,116,110,5,4.3,0,15,17.4,0,0.0,86,48.3
Justin Haley,17,33,19,13,38,32,-9,34,43,4,11.8,0,0,0.0,0,0.0,86,38.8
Brad Keselowski,12,32,20,3,33,22,-27,92,119,10,10.9,8,25,29.1,0,0.0,86,66.2
Martin Truex Jr,25,14,21,3,27,14,15,105,90,34,32.4,1,57,66.3,0,0.0,86,78.8
Josh Bilicki,32,30,22,8,34,25,23,125,102,9,7.2,0,7,8.1,0,0.0,86,41.8
Chase Briscoe,3,4,23,1,29,13,0,89,89,12,13.5,0,41,47.7,5,5.8,86,76.2
Cody Ware,33,29,24,7,36,26,42,119,77,3,2.5,0,6,7.0,0,0.0,86,40.0
Josh Williams,37,31,25,12,37,29,22,90,68,0,0.0,0,1,1.2,0,0.0,86,34.2
Ryan Blaney,6,6,26,1,28,5,-26,51,77,29,56.9,3,84,97.7,17,19.8,86,105.3
Ross Chastain,21,10,27,1,37,18,10,105,95,23,21.9,1,47,54.7,0,0.0,86,66.6
Daniel Suarez,11,12,28,3,28,11,-36,94,130,36,38.3,3,70,81.4,0,0.0,86,84.2
Joey Hand,27,26,29,1,37,27,13,71,58,11,15.5,0,11,12.9,2,2.4,85,55.3
Austin Dillon,29,19,30,9,30,20,-11,94,105,17,18.1,0,27,31.8,0,0.0,85,58.0
William Byron,23,7,31,1,28,10,-11,82,93,32,39.0,5,70,88.6,0,0.0,79,93.1
Alex Bowman,28,23,32,2,35,25,-21,74,95,13,17.6,0,15,23.1,0,0.0,65,54.5
Kevin Harvick,18,18,33,11,34,25,-33,78,111,3,3.8,0,4,6.3,0,0.0,64,49.3
Ty Dillon,30,8,34,3,32,22,-12,66,78,12,18.2,0,30,50.0,0,0.0,60,56.3
Kyle Larson,22,35,35,7,37,30,8,50,42,7,14.0,3,9,15.8,0,0.0,57,62.3
Daniil Kvyat,36,36,36,16,36,34,14,41,27,1,2.4,0,0,0.0,0,0.0,43,27.0
Loris Hezemans,34,37,37,19,38,35,-19,30,49,0,0.0,0,0,0.0,0,0.0,34,28.8
Aric Almirola,14,38,38,14,36,35,-14,39,53,1,2.6,0,2,8.3,0,0.0,24,26.7
