Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,6,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,164,running,24,44,5
2,27,9,Chase Elliott,Hooters   (Rick Hendrick),Chevrolet,164,running,0,35,0
3,10,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,164,running,9,36,0
4,2,19,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,164,running,14,42,0
5,21,43,Bubba Wallace,World Wide Technology   (Richard Petty Motorsports),Chevrolet,164,running,0,32,0
6,9,12,Ryan Blaney,Body Armor Strawberry Banana   (Roger Penske),Ford,164,running,1,40,0
7,8,88,Alex Bowman,Axalta   (Rick Hendrick),Chevrolet,164,running,1,30,0
8,40,62,Brendan Gaughan,South Point Hotel & Casino / Beard Oil   (Beard Motorsports),Chevrolet,164,running,0,29,0
9,17,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,164,running,0,28,0
10,4,2,Brad Keselowski,Pirtek   (Roger Penske),Ford,164,running,1,32,0
11,24,38,John H. Nemechek,Fire Alarm Services   (Bob Jenkins),Ford,164,running,0,26,0
12,15,21,Matt DiBenedetto,Menards / Dutch Boy   (Wood Brothers),Ford,164,running,0,29,0
13,23,95,Christopher Bell,Rheem / Johns Manville   (Leavine Family Racing),Toyota,164,running,2,30,0
14,26,34,Michael McDowell,CarParts.com   (Bob Jenkins),Ford,164,running,2,26,0
15,32,15,Brennan Poole,Remember Everyone Deployed   (Rick Ware),Chevrolet,164,running,0,22,0
16,36,77,Ross Chastain,Moose Fraternity   (Spire Motorsports),Chevrolet,164,running,0,0,0
17,7,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,164,running,0,32,0
18,5,10,Aric Almirola,Smithfield Hometown Original   (Stewart Haas Racing),Ford,164,running,1,19,0
19,14,14,Clint Bowyer,Haas Automation   (Stewart Haas Racing),Ford,164,running,0,26,0
20,1,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,164,running,6,17,0
21,25,32,Corey LaJoie,Trump 2020   (Archie St. Hilaire),Ford,163,crash,0,16,0
22,29,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,163,crash,0,15,0
23,34,00,Quin Houff,Good Greek Movers   (StarCom Racing),Chevrolet,162,running,0,14,0
24,35,66,Timmy Hill,RoofClaim.com   (Carl Long),Toyota,161,running,0,0,0
25,12,3,Austin Dillon,Dow Vorasurf   (Richard Childress),Chevrolet,161,running,0,12,0
26,30,96,Daniel Suarez,CommScope   (Gaunt Brothers),Toyota,159,crash,19,11,0
27,3,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,158,crash,36,30,2
28,19,42,Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,158,crash,0,9,0
29,18,8,Tyler Reddick,KCMG   (Richard Childress),Chevrolet,158,crash,1,16,0
30,16,41,Cole Custer,HaasTooling.com / Autodesk Fusion 360   (Stewart Haas Racing),Ford,158,crash,0,7,0
31,37,53,Joey Gase,Sparks Energy   (Rick Ware),Ford,158,running,0,0,0
32,31,47,Ricky Stenhouse Jr,Kroger / Energizer / Cheez-It / Scott   (JTG-Daugherty Racing),Chevrolet,155,crash,0,8,0
33,11,18,Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,152,crash,31,5,0
34,13,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,151,crash,1,10,0
35,20,20,Erik Jones,Auto-Owners Insurance   (Joe Gibbs),Toyota,151,crash,15,11,0
36,22,6,Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,151,crash,0,1,0
37,28,37,Ryan Preece,Bush's Beans   (JTG-Daugherty Racing),Chevrolet,151,crash,0,1,0
38,39,7,Josh Bilicki,"Ariens   (Tommy Baldwin, Jr.)",Chevrolet,151,running,0,0,0
39,38,51,James Davison,Jacob Construction   (Rick Ware),Ford,139,crash,0,1,0
40,33,27,J.J. Yeley,America Strong   (Rick Ware),Chevrolet,3,engine,0,0,0
