Leader,From Lap,To Lap,# Of Laps
Daniel Hemric,1,4,4
Kyle Larson,5,6,2
Brad Keselowski,7,8,2
Kyle Larson,9,48,40
William Byron,49,49,1
Denny Hamlin,50,58,9
Kyle Larson,59,76,18
Ryan Blaney,77,78,2
Joey Logano,79,82,4
Chase Elliott,83,86,4
Daniel Suarez,87,92,6
"Martin Truex, Jr.",93,125,33
Denny Hamlin,126,218,93
Alex Bowman,219,225,7
"Ricky Stenhouse, Jr.",226,226,1
Denny Hamlin,227,277,51
