Rank,Driver,Wins,Points
1,Martin Truex Jr,2,576
2,Ross Chastain,1,558
2,William Byron,3,558
4,Christopher Bell,1,531
5,Kyle Busch,3,528
6,Kevin Harvick,0,515
7,Denny Hamlin,1,512
8,Ryan Blaney,1,502
9,Kyle Larson,2,475
10,Joey Logano,1,462
11,Brad Keselowski,0,450
12,Chris Buescher,0,449
13,Tyler Reddick,1,437
14,Ricky Stenhouse Jr,1,415
15,Bubba Wallace,0,381
16,Daniel Suarez,0,353
