Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,300,running,99,57,5
2,6,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,300,running,50,51,0
3,8,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,300,running,81,50,1
4,14,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,300,running,1,42,0
5,7,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,300,running,0,35,0
6,5,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,300,running,5,46,0
7,22,20,Christopher Bell,DEWALT   (Joe Gibbs),Toyota,300,running,3,38,0
8,23,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,300,running,0,30,0
9,11,8,Kyle Busch,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,300,running,12,32,0
10,19,16,A.J. Allmendinger,Celsius   (Matthew Kaulig),Chevrolet,300,running,0,31,0
11,20,6,Brad Keselowski,Solomon Plumbing   (Jack Roush),Ford,300,running,2,26,0
12,10,99,Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,300,running,1,25,0
13,26,3,Austin Dillon,Huk Performance Fishing   (Richard Childress),Chevrolet,300,running,0,24,0
14,16,54,Ty Gibbs,Interstate Batteries   (Joe Gibbs),Toyota,300,running,0,23,0
15,9,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,300,running,0,27,0
16,25,41,Ryan Preece,Morton Buildings   (Stewart Haas Racing),Ford,300,running,0,21,0
17,15,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,300,running,9,20,0
18,12,17,Chris Buescher,Fastenal   (Jack Roush),Ford,300,running,0,19,0
19,4,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,300,running,0,18,0
20,36,7,Corey LaJoie,Garner Trucking   (Spire Motorsports),Chevrolet,300,running,0,17,0
21,31,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,300,running,0,16,0
22,28,47,Ricky Stenhouse Jr,Kroger/Ball Park Buns   (JTG-Daugherty Racing),Chevrolet,299,running,0,15,0
23,3,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,299,running,0,14,0
24,17,4,Kevin Harvick,Busch Light Peach   (Stewart Haas Racing),Ford,299,running,0,15,0
25,21,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,299,running,0,12,0
26,30,42,Noah Gragson,Black Rifle Coffee Company   (Legacy Motor Club),Chevrolet,299,running,0,11,0
27,24,2,Austin Cindric,Snap On   (Roger Penske),Ford,299,running,0,10,0
28,33,34,Michael McDowell,Love's / Fleetguard   (Bob Jenkins),Ford,299,running,0,9,0
29,29,51,J.J. Yeley,Patriot Mobile   (Rick Ware),Ford,298,running,0,0,0
30,2,45,Tyler Reddick,The Big 615/MoneyLion   (23XI Racing),Toyota,298,running,33,17,1
31,18,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,298,running,0,6,0
32,34,77,Ty Dillon,Raze Tea   (Spire Motorsports),Chevrolet,298,running,4,5,0
33,32,15,Brennan Poole,Macc Door Systems   (Rick Ware),Ford,297,running,0,0,0
34,35,78,Josh Bilicki,Zeigler Auto Group   (B.J. McLeod),Chevrolet,297,running,0,0,0
35,27,38,Todd Gilliland,Serial 1 E-Bikes   (Bob Jenkins),Ford,296,running,0,2,0
36,13,12,Ryan Blaney,MenardsPennzoil   (Roger Penske),Ford,146,crash,0,1,0
