Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,13,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,501,running,9,52,5
2,7,18,Kyle Busch,M&M's Halloween   (Joe Gibbs),Toyota,501,running,0,42,0
3,6,2,Brad Keselowski,Dent Wizard   (Roger Penske),Ford,501,running,0,43,0
4,4,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,501,running,9,48,0
5,11,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,501,running,0,47,0
6,23,10,Aric Almirola,Smithfield / IHOP   (Stewart Haas Racing),Ford,501,running,0,37,0
7,10,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,501,running,0,31,0
8,28,43,Erik Jones,Goody's Cool Orange   (Richard Petty Motorsports),Chevrolet,501,running,0,29,0
9,15,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,501,running,0,28,0
10,5,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,501,running,9,29,0
11,8,12,Ryan Blaney,Menards / Richmond   (Roger Penske),Ford,501,running,0,26,0
12,9,4,Kevin Harvick,Unibet   (Stewart Haas Racing),Ford,501,running,0,25,0
13,14,3,Austin Dillon,Cowboy Channel   (Richard Childress),Chevrolet,501,running,5,28,0
14,1,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,501,running,77,32,0
15,21,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,501,running,0,22,0
16,2,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,501,running,289,41,2
17,12,20,Christopher Bell,Stanley Tools   (Joe Gibbs),Toyota,501,running,0,24,0
18,18,8,Tyler Reddick,Childress Vineyards   (Richard Childress),Chevrolet,501,running,0,19,0
19,25,47,Ricky Stenhouse Jr,Kroger   (JTG-Daugherty Racing),Chevrolet,501,running,0,18,0
20,32,38,Anthony Alfredo,Dude Wipes   (Bob Jenkins),Ford,501,running,0,17,0
21,29,7,Corey LaJoie,Ark.io   (Spire Motorsports),Chevrolet,501,running,0,16,0
22,22,14,Chase Briscoe,Rush Truck Centers   (Stewart Haas Racing),Ford,501,running,0,15,0
23,24,41,Cole Custer,Dixie Vodka Peach Cocktail   (Stewart Haas Racing),Ford,501,running,0,14,0
24,3,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,501,running,103,19,0
25,17,23,Bubba Wallace,Door Dash   (23XI Racing),Toyota,501,running,0,12,0
26,19,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,499,running,0,11,0
27,16,42,Ross Chastain,Clover   (Chip Ganassi),Chevrolet,498,running,0,10,0
28,20,99,Daniel Suarez,Good Sam   (Trackhouse Racing),Chevrolet,498,running,0,9,0
29,30,78,B.J. McLeod,Keen Parts   (B.J. McLeod),Ford,496,running,0,0,0
30,31,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,495,running,0,0,0
31,35,77,Justin Haley,Spire +   (Spire Motorsports),Chevrolet,492,running,0,0,0
32,27,6,Ryan Newman,Kohler Generators   (Jack Roush),Ford,491,running,0,5,0
33,37,15,Garrett Smithley,Boom Mobile   (Rick Ware),Chevrolet,490,running,0,0,0
34,36,00,Quin Houff,Sim Seats   (StarCom Racing),Chevrolet,483,running,0,3,0
35,33,52,Josh Bilicki,Insurance King   (Rick Ware),Ford,483,running,0,0,0
36,26,37,Ryan Preece,Thomas' / Kroger   (JTG-Daugherty Racing),Chevrolet,414,brakes,0,1,0
37,38,66,Timmy Hill,American Dream Leasing   (Carl Long),Toyota,206,engine,0,0,0
38,34,53,Joey Gase,Adkins   (Rick Ware),Chevrolet,10,electrical,0,0,0
