Leader,From Lap,To Lap,# Of Laps
Chase Elliott,1,12,12
Christopher Bell,13,13,1
Chase Elliott,14,28,15
A.J. Allmendinger,29,30,2
Denny Hamlin,31,35,5
Daniel Suarez,36,37,2
Kurt Busch,38,38,1
Christopher Bell,39,40,2
Chase Elliott,41,57,17
Joey Logano,58,61,4
Kurt Busch,62,62,1
Joey Logano,63,68,6
Christopher Bell,69,70,2
