Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,12,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,70,running,5,47,5
2,11,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,70,running,10,52,0
3,4,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,70,running,5,52,1
4,17,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,70,running,2,48,0
5,15,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,70,running,0,39,0
6,5,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,70,running,0,33,0
7,34,16,A.J. Allmendinger,Hyperice   (Matthew Kaulig),Chevrolet,70,running,2,0,0
8,2,34,Michael McDowell,Fr8 Auctions   (Bob Jenkins),Ford,70,running,0,29,0
9,6,37,Ryan Preece,Kroger / Coca-Cola   (JTG-Daugherty Racing),Chevrolet,70,running,0,28,0
10,36,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,70,running,0,27,0
11,30,17,Chris Buescher,Fastenal / MCR Safety   (Jack Roush),Ford,70,running,0,27,0
12,19,19,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,70,running,0,35,0
13,13,41,Cole Custer,Dixie Vodka   (Stewart Haas Racing),Ford,70,running,0,27,0
14,37,43,Erik Jones,Petty's Garage   (Richard Petty Motorsports),Chevrolet,70,running,0,23,0
15,27,12,Ryan Blaney,Menards / Libman   (Roger Penske),Ford,70,running,0,22,0
16,35,99,Daniel Suarez,iFly   (Trackhouse Racing),Chevrolet,70,running,2,21,0
17,26,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,70,running,0,20,0
18,16,47,Ricky Stenhouse Jr,Cottonelle   (JTG-Daugherty Racing),Chevrolet,70,running,0,19,0
19,38,96,Ty Dillon,Toyota Certified Used Vehicles   (Gaunt Brothers),Toyota,70,running,0,0,0
20,33,6,Ryan Newman,Castrol Carbon Neutral   (Jack Roush),Ford,70,running,0,17,0
21,1,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,70,running,44,31,1
22,31,38,Anthony Alfredo,The Pete Store   (Bob Jenkins),Ford,70,running,0,15,0
23,39,15,James Davison,Signing Day Sports   (Rick Ware),Chevrolet,70,running,0,14,0
24,20,77,Justin Haley,AirMed Care Network   (Spire Motorsports),Chevrolet,70,running,0,0,0
25,21,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,70,running,0,0,0
26,10,23,Bubba Wallace,Door Dash   (23XI Racing),Toyota,70,running,0,11,0
27,25,53,Garrett Smithley,Clix Wipers   (Rick Ware),Chevrolet,70,running,0,0,0
28,28,78,Scott Heckert,Motorsport Games   (B.J. McLeod),Ford,70,running,0,9,0
29,40,66,Timmy Hill,CrashClaimsR.us   (Carl Long),Toyota,70,running,0,0,0
30,8,5,Kyle Larson,Nations Guard   (Rick Hendrick),Chevrolet,70,running,0,12,0
31,7,7,Corey LaJoie,Netflix / The Crew   (Spire Motorsports),Chevrolet,70,running,0,6,0
32,18,14,Chase Briscoe,Ford Performance Racing School   (Stewart Haas Racing),Ford,70,running,0,5,0
33,22,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,69,running,0,8,0
34,3,3,Austin Dillon,Dow Mobility Science   (Richard Childress),Chevrolet,69,running,0,6,0
35,14,18,Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,69,running,0,3,0
36,23,52,Josh Bilicki,Jacob Companies   (Rick Ware),Ford,68,brakes,0,1,0
37,32,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,65,running,0,1,0
38,24,8,Tyler Reddick,CAT Rental Store   (Richard Childress),Chevrolet,58,crash,0,1,0
39,9,42,Ross Chastain,McDonald's   (Chip Ganassi),Chevrolet,26,crash,0,1,0
40,29,00,Quin Houff,Mane 'N Tail   (StarCom Racing),Chevrolet,3,engine,0,1,0
