Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,34,77,Justin Haley,Fraternal Order of Eagles   (Spire Motorsports),Chevrolet,127,running,1,0,0
2,12,24,William Byron,Axalta Patriotic   (Rick Hendrick),Chevrolet,127,running,0,43,0
3,14,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,127,running,0,38,0
4,23,13,Ty Dillon,GEICO Military   (Germain Racing),Chevrolet,127,running,0,33,0
5,18,6,Ryan Newman,Roush Performance / Acronis   (Jack Roush),Ford,127,running,0,32,0
6,30,32,Corey LaJoie,Shine Armor   (Archie St. Hilaire),Ford,127,running,0,31,0
7,11,10,Aric Almirola,Smithfield Anytime Favorites   (Stewart Haas Racing),Ford,127,running,0,30,0
8,25,95,Matt DiBenedetto,Procore   (Leavine Family Racing),Toyota,127,running,0,29,0
9,31,36,Matt Tifft,Ron Jon Surf Shop 60th Anniversary   (Bob Jenkins),Ford,127,running,0,28,0
10,8,1,Kurt Busch,Global Poker Camo   (Chip Ganassi),Chevrolet,127,running,8,27,0
11,33,00,Landon Cassill,Jacob Companies   (StarCom Racing),Chevrolet,127,running,0,0,0
12,37,52,J.J. Yeley,DriveSmartWarranty.com   (Rick Ware),Ford,127,running,0,25,0
13,28,34,Michael McDowell,Long John Silver's   (Bob Jenkins),Ford,127,running,0,24,0
14,2,18,Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,127,running,3,23,0
15,29,43,Bubba Wallace,United States Air Force   (Richard Petty Motorsports),Chevrolet,127,running,0,24,0
16,20,21,Paul Menard,Menards / Dutch Boy   (Wood Brothers),Ford,127,running,1,21,0
17,22,37,Chris Buescher,Scott Comfort Plus / Viva / Hellmann's   (JTG-Daugherty Racing),Chevrolet,127,running,1,20,0
18,24,8,Daniel Hemric,Cessna / Beechcraft   (Richard Childress),Chevrolet,127,running,0,19,0
19,39,62,Brendan Gaughan,Beard Oil / South Point Hotel & Casino   (Beard Motorsports),Chevrolet,126,running,0,0,0
20,13,42,Kyle Larson,Credit One Bank Patriotic   (Chip Ganassi),Chevrolet,126,running,0,22,0
21,9,88,Alex Bowman,Valvoline American Heroes   (Rick Hendrick),Chevrolet,126,running,0,25,0
22,5,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs & Boats / USO   (Joe Gibbs),Toyota,126,running,0,16,0
23,17,20,Erik Jones,Sport Clips   (Joe Gibbs),Toyota,125,running,0,14,0
24,19,17,Ricky Stenhouse Jr,Fifth Third Bank   (Jack Roush),Ford,125,running,2,25,0
25,1,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,125,running,40,23,1
26,6,11,Denny Hamlin,FedEx Office   (Joe Gibbs),Toyota,125,running,5,14,0
27,40,53,Joey Gase,Connected Claim Services / Action Restoration   (Rick Ware),Chevrolet,125,running,0,0,0
28,35,51,B.J. McLeod,Jacob Companies / RingPower.com   (Rick Ware),Ford,124,running,0,0,0
29,4,4,Kevin Harvick,Jimmy John's   (Stewart Haas Racing),Ford,124,running,12,15,0
30,38,27,Ross Chastain,Xchange of America   (Jay Robinson),Chevrolet,122,running,0,0,0
31,36,96,Parker Kligerman,TRD 40th Anniversary   (Gaunt Brothers),Toyota,121,crash,0,0,0
32,26,47,Ryan Preece,Kroger / Planters / Bush's Beans   (JTG-Daugherty Racing),Chevrolet,119,crash,1,5,0
33,21,3,Austin Dillon,American Ethanol   (Richard Childress),Chevrolet,118,crash,46,14,1
34,16,14,Clint Bowyer,Mobil 1 / Rush Truck Centers   (Stewart Haas Racing),Ford,118,crash,3,13,0
35,7,9,Chase Elliott,NAPA Batteries Patriotic   (Rick Hendrick),Chevrolet,118,crash,3,15,0
36,10,12,Ryan Blaney,Body Armor   (Roger Penske),Ford,118,crash,1,9,0
37,32,15,Quin Houff,The Elease Project   (Jay Robinson),Chevrolet,108,running,0,1,0
38,27,38,David Ragan,MDS Transport   (Bob Jenkins),Ford,86,crash,0,1,0
39,3,2,Brad Keselowski,Miller Lite Stars & Stripes   (Roger Penske),Ford,85,crash,0,3,0
40,15,41,Daniel Suarez,Haas Automation   (Stewart Haas Racing),Ford,83,crash,0,6,0
