Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,2,2,Austin Cindric,Freightliner   (Roger Penske),Ford,240,running,53,56,5
2,6,11,Denny Hamlin,Yahoo!   (Joe Gibbs),Toyota,240,running,0,42,0
3,7,6,Brad Keselowski,Solomon Plumbing   (Jack Roush),Ford,240,running,17,40,0
4,5,45,Tyler Reddick,SiriusXM   (23XI Racing),Toyota,240,running,0,36,0
5,12,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,240,running,1,39,0
6,18,3,Austin Dillon,Dow/Rivers are Life   (Richard Childress),Chevrolet,240,running,0,33,0
7,4,20,Christopher Bell,DEWALT   (Joe Gibbs),Toyota,240,running,80,50,2
8,20,77,Carson Hocevar,Zeigler Auto Group   (Spire Motorsports),Chevrolet,240,running,0,32,0
9,21,51,Justin Haley,MotoRad   (Rick Ware),Ford,240,running,0,28,0
10,13,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,240,running,7,27,0
11,9,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,240,running,0,30,0
12,16,1,Ross Chastain,Busch Light   (Trackhouse Racing),Chevrolet,240,running,0,25,0
13,17,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,240,running,0,32,0
14,26,17,Chris Buescher,Travel Centers of America   (Jack Roush),Ford,240,running,0,23,0
15,11,24,William Byron,Valvoline   (Rick Hendrick),Chevrolet,240,running,0,27,0
16,35,38,Todd Gilliland,Ruedebusch   (Bob Jenkins),Ford,240,running,6,21,0
17,23,14,Chase Briscoe,Overstock.com   (Stewart Haas Racing),Ford,240,running,0,24,0
18,28,31,Daniel Hemric,Poppy Bank   (Matthew Kaulig),Chevrolet,240,running,0,19,0
19,36,71,Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,240,running,0,18,0
20,24,47,Ricky Stenhouse Jr,Kroger Health/Oikos   (JTG-Daugherty Racing),Chevrolet,240,running,0,17,0
21,8,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,240,running,0,16,0
22,27,10,Noah Gragson,SERVPRO   (Stewart Haas Racing),Ford,240,running,0,15,0
23,31,99,Daniel Suarez,Choice Privileges   (Trackhouse Racing),Chevrolet,240,running,0,14,0
24,3,12,Ryan Blaney,MenardsRichmond Water Heaters   (Roger Penske),Ford,240,running,20,29,0
25,1,34,Michael McDowell,Siteman Cancer Center   (Bob Jenkins),Ford,239,running,40,21,0
26,22,43,Erik Jones,Family Dollar   (Legacy Motor Club),Toyota,239,running,0,11,0
27,33,42,John H. Nemechek,Bommarito.com   (Legacy Motor Club),Toyota,239,running,0,10,0
28,14,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,239,running,0,9,0
29,32,41,Ryan Preece,Overstock.com   (Stewart Haas Racing),Ford,239,running,0,8,0
30,25,16,Derek Kraus,Kafka Conveyors   (Matthew Kaulig),Chevrolet,239,running,0,7,0
31,30,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,239,running,0,6,0
32,15,7,Corey LaJoie,Chili's Catch-a-Rita   (Spire Motorsports),Chevrolet,239,running,0,5,0
33,34,15,Cody Ware,Jacob Construction   (Rick Ware),Ford,238,running,0,4,0
34,19,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,237,running,1,3,0
35,10,8,Kyle Busch,Rebel Bourbon   (Richard Childress),Chevrolet,139,crash,15,2,0
36,29,4,Josh Berry,Overstock.com   (Stewart Haas Racing),Ford,109,crash,0,1,0
