Rank,Driver,Wins,Points
1,Denny Hamlin,3,534
2,Kyle Larson,2,513
3,Chase Elliott,1,507
4,Martin Truex Jr,0,490
5,William Byron,3,488
6,Tyler Reddick,1,473
7,Ty Gibbs,0,465
8,Brad Keselowski,1,437
8,Christopher Bell,2,437
10,Ross Chastain,0,417
10,Alex Bowman,0,417
12,Ryan Blaney,0,405
13,Bubba Wallace,0,371
14,Chris Buescher,0,368
15,Chase Briscoe,0,358
16,Joey Logano,0,354
