Leader,From Lap,To Lap,# Of Laps
Michael McDowell,1,40,40
Christopher Bell,41,48,8
Todd Gilliland,49,54,6
Kyle Busch,55,69,15
Christopher Bell,70,95,26
Martin Truex Jr,96,96,1
Austin Cindric,97,114,18
Christopher Bell,115,143,29
Austin Cindric,144,176,33
Joey Logano,177,177,1
Christopher Bell,178,193,16
Brad Keselowski,194,210,17
Kyle Larson,211,217,7
Ryan Blaney,218,220,3
Christopher Bell,221,221,1
Ryan Blaney,222,238,17
Austin Cindric,239,240,2
