Leader,From Lap,To Lap,# Of Laps
Chase Elliott,1,27,27
William Byron,28,30,3
Kevin Harvick,31,63,33
Chase Elliott,64,83,20
Denny Hamlin,84,86,3
Chase Elliott,87,87,1
Denny Hamlin,88,124,37
Brad Keselowski,125,130,6
Kurt Busch,131,132,2
Matt DiBenedetto,133,144,12
Ryan Newman,145,145,1
Denny Hamlin,146,163,18
Kyle Busch,164,167,4
Joey Logano,168,169,2
Kevin Harvick,170,201,32
Corey LaJoie,202,202,1
Kevin Harvick,203,222,20
Joey Logano,223,267,45
