driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Kyle Larson,2,1,1,1,8,2,12,58,46,50,86.2,42,267,100.0,181,67.8,267,148.1
Tyler Reddick,18,7,2,2,18,6,21,109,88,85,78.0,39,258,96.6,1,0.4,267,120.2
Ryan Blaney,15,4,3,1,30,9,20,135,115,78,57.8,5,226,84.6,0,0.0,267,107.9
Ross Chastain,20,30,4,1,34,16,16,161,145,43,26.7,13,118,44.2,2,0.7,267,96.1
Ty Gibbs,8,5,5,3,32,8,33,145,112,92,63.4,13,244,91.4,0,0.0,267,109.3
Noah Gragson,30,18,6,5,34,17,28,177,149,51,28.8,2,112,41.9,0,0.0,267,81.3
Martin Truex Jr,7,6,7,1,18,5,3,113,110,91,80.5,15,266,99.6,4,1.5,267,112.6
Denny Hamlin,28,2,8,1,31,7,-1,110,111,59,53.6,7,231,86.5,16,6.0,267,106.7
Joey Logano,1,8,9,1,24,11,-9,115,124,80,69.6,1,253,94.8,2,0.7,267,92.0
William Byron,4,17,10,1,35,18,16,171,155,79,46.2,13,137,51.3,15,5.6,267,84.1
Daniel Suarez,16,15,11,1,28,15,-13,146,159,35,24.0,6,124,46.4,15,5.6,267,74.6
Chase Elliott,11,10,12,4,29,12,1,146,145,93,63.7,1,218,81.6,0,0.0,267,86.6
Brad Keselowski,25,21,13,9,34,22,18,173,155,24,13.9,2,36,13.5,0,0.0,267,65.0
Erik Jones,22,25,14,8,36,22,9,163,154,27,16.6,0,70,26.2,0,0.0,267,64.0
Carson Hocevar,14,13,15,2,32,15,9,186,177,79,42.5,8,172,64.4,0,0.0,267,81.4
Austin Dillon,19,11,16,5,28,15,-3,173,176,65,37.6,1,137,51.3,0,0.0,267,69.4
Ricky Stenhouse Jr,13,22,17,8,34,22,2,165,163,13,7.9,1,36,13.5,0,0.0,267,59.6
Alex Bowman,23,16,18,1,31,15,3,163,160,42,25.8,1,117,43.8,3,1.1,267,73.4
Daniel Hemric,34,33,19,1,35,28,1,139,138,3,2.2,1,6,2.2,1,0.4,267,48.1
Josh Berry,26,26,20,3,32,23,0,178,178,33,18.5,2,39,14.6,0,0.0,267,55.5
Chase Briscoe,6,12,21,1,32,15,-22,128,150,67,52.3,1,128,47.9,1,0.4,267,70.8
John H. Nemechek,27,23,22,3,35,22,-2,161,163,18,11.2,0,38,14.2,0,0.0,267,52.2
Ryan Preece,36,24,23,13,36,26,7,141,134,0,0.0,0,3,1.1,0,0.0,267,44.8
Todd Gilliland,31,19,24,2,35,25,5,112,107,9,8.0,0,7,2.6,0,0.0,267,47.8
Michael McDowell,12,20,25,1,34,21,-27,145,172,30,20.7,6,47,17.6,4,1.5,267,50.1
Kyle Busch,21,3,26,1,32,12,-3,104,107,43,41.3,14,167,62.5,18,6.7,267,84.3
Justin Haley,35,31,27,4,35,28,8,159,151,11,6.9,2,8,3.0,0,0.0,267,39.2
Derek Kraus,33,29,28,1,36,28,-16,127,143,8,6.3,1,12,4.5,2,0.7,267,36.6
Austin Cindric,3,32,29,3,34,20,-22,126,148,52,41.3,0,118,44.2,0,0.0,267,52.7
Harrison Burton,29,27,30,4,32,24,-13,133,146,5,3.8,0,3,1.1,0,0.0,267,41.2
Kaz Grala,32,28,31,3,34,29,-11,117,128,4,3.4,2,4,1.5,0,0.0,267,33.0
Corey LaJoie,17,9,32,2,32,13,-13,106,119,61,57.5,7,190,71.4,0,0.0,266,73.2
Christopher Bell,10,14,33,1,36,22,-7,94,101,44,46.8,2,121,45.7,0,0.0,265,63.7
J.J. Yeley,37,34,34,10,37,34,-5,10,15,0,0.0,0,2,0.8,0,0.0,261,26.3
Bubba Wallace,5,35,35,5,36,26,-24,55,79,37,67.3,5,64,25.2,0,0.0,254,52.2
Zane Smith,24,36,36,24,37,36,-15,8,23,0,0.0,11,0,0.0,0,0.0,254,30.6
Chris Buescher,9,37,37,1,36,34,-6,7,13,7,100.0,0,26,96.3,2,7.4,27,31.8
