Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,2,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,267,running,181,60,7
2,18,45,Tyler Reddick,Nasty Beast   (23XI Racing),Toyota,267,running,1,53,0
3,15,12,Ryan Blaney,MenardsPennzoil   (Roger Penske),Ford,267,running,0,41,0
4,20,1,Ross Chastain,Kubota   (Trackhouse Racing),Chevrolet,267,running,2,36,0
5,8,54,Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,267,running,0,37,0
6,30,10,Noah Gragson,Fanttik   (Stewart Haas Racing),Ford,267,running,0,31,0
7,7,19,Martin Truex Jr,Reser's Fine Foods   (Joe Gibbs),Toyota,267,running,4,44,0
8,28,11,Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,267,running,16,43,0
9,1,22,Joey Logano,Pennzoil   (Roger Penske),Ford,267,running,2,30,0
10,4,24,William Byron,Z HP   (Rick Hendrick),Chevrolet,267,running,15,27,0
11,16,99,Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,267,running,15,26,0
12,11,9,Chase Elliott,Llumar   (Rick Hendrick),Chevrolet,267,running,0,30,0
13,25,6,Brad Keselowski,Solomon Plumbing   (Jack Roush),Ford,267,running,0,24,0
14,22,43,Erik Jones,Dollar Tree   (Legacy Motor Club),Toyota,267,running,0,24,0
15,14,77,Carson Hocevar,Premier Security   (Spire Motorsports),Chevrolet,267,running,0,22,0
16,19,3,Austin Dillon,BetMGM   (Richard Childress),Chevrolet,267,running,0,25,0
17,13,47,Ricky Stenhouse Jr,Smith's/Tree Top   (JTG-Daugherty Racing),Chevrolet,267,running,0,20,0
18,23,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,267,running,3,22,0
19,34,31,Daniel Hemric,South Point Hotel and Casino   (Matthew Kaulig),Chevrolet,267,running,1,18,0
20,26,4,Josh Berry,Mobil 1 Take 5   (Stewart Haas Racing),Ford,267,running,0,17,0
21,6,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,267,running,1,16,0
22,27,42,John H. Nemechek,Albertson's   (Legacy Motor Club),Toyota,267,running,0,15,0
23,36,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,267,running,0,14,0
24,31,38,Todd Gilliland,gener8tor   (Bob Jenkins),Ford,267,running,0,13,0
25,12,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,267,running,4,12,0
26,21,8,Kyle Busch,BetMGM   (Richard Childress),Chevrolet,267,running,18,18,0
27,35,51,Justin Haley,Ohanafy   (Rick Ware),Ford,267,running,0,10,0
28,33,16,Derek Kraus,Western States Flooring   (Matthew Kaulig),Chevrolet,267,running,2,9,0
29,3,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,267,running,0,10,0
30,29,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,267,running,0,7,0
31,32,15,Kaz Grala,N29 Capital Partners   (Rick Ware),Ford,267,running,0,6,0
32,17,7,Corey LaJoie,USANA   (Spire Motorsports),Chevrolet,266,running,0,9,0
33,10,20,Christopher Bell,Interstate Batteries   (Joe Gibbs),Toyota,265,running,0,5,0
34,37,44,J.J. Yeley,Urban Youth Racing School   (Johnathan Cohen),Chevrolet,261,running,0,0,0
35,5,23,Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,254,running,0,2,0
36,24,71,Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,254,running,0,1,0
37,9,17,Chris Buescher,Fastenal   (Jack Roush),Ford,27,crash,2,1,0
