Leader,From Lap,To Lap,# Of Laps
Austin Cindric,1,4,4
"Martin Truex, Jr.",5,7,3
Michael McDowell,8,10,3
Joey Logano,11,24,14
Ross Chastain,25,26,2
Ryan Preece,27,28,2
Kyle Busch,29,40,12
Kyle Larson,41,44,4
Ross Chastain,45,46,2
Alex Bowman,47,49,3
Chase Elliott,50,54,5
