Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,8,9,Chase Elliott,Llumar   (Rick Hendrick),Chevrolet,54,running,5,49,5
2,2,5,Kyle Larson,Hendrickcars.com   (Rick Hendrick),Chevrolet,54,running,4,47,0
3,6,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,54,running,14,44,1
4,20,42,Ross Chastain,Clover   (Chip Ganassi),Chevrolet,54,running,4,36,0
5,7,16,A.J. Allmendinger,Hyperice   (Matthew Kaulig),Chevrolet,54,running,0,0,0
6,27,14,Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,54,running,0,37,0
7,23,34,Michael McDowell,Out West Express   (Bob Jenkins),Ford,54,running,3,39,0
8,12,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,54,running,3,30,0
9,1,8,Tyler Reddick,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,54,running,0,36,0
10,4,18,Kyle Busch,M&M's Mix   (Joe Gibbs),Toyota,54,running,12,39,1
11,5,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,54,running,0,26,0
12,16,3,Austin Dillon,Workrise   (Richard Childress),Chevrolet,54,running,0,25,0
13,28,17,Chris Buescher,Auto Tempest   (Jack Roush),Ford,54,running,0,29,0
14,19,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,54,running,0,23,0
15,36,37,Ryan Preece,Louisiana Hot Sauce   (JTG-Daugherty Racing),Chevrolet,54,running,2,26,0
16,29,43,Erik Jones,Black Entrepreneur Initiative   (Richard Petty Motorsports),Chevrolet,54,running,0,21,0
17,9,12,Ryan Blaney,Body Armor   (Roger Penske),Ford,54,running,0,20,0
18,37,38,Anthony Alfredo,MDS   (Bob Jenkins),Ford,54,running,0,19,0
19,24,2,Brad Keselowski,Thomas Built Buses   (Roger Penske),Ford,54,running,0,18,0
20,25,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,54,running,0,23,0
21,33,96,Ty Dillon,Bass Pro Shops / Black Rifle Coffee   (Gaunt Brothers),Toyota,54,running,0,0,0
22,22,47,Ricky Stenhouse Jr,Kroger / Louisiana Hot Sauce   (JTG-Daugherty Racing),Chevrolet,54,running,0,15,0
23,21,21,Matt DiBenedetto,Menards / Quaker State   (Wood Brothers),Ford,54,running,0,15,0
24,34,6,Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,54,running,0,13,0
25,3,33,Austin Cindric,Pirtek   (Roger Penske),Ford,54,running,4,0,0
26,26,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,54,running,0,11,0
27,13,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,54,running,0,18,0
28,38,53,Garrett Smithley,Jacob Companies   (Rick Ware),Ford,54,running,0,0,0
29,32,15,James Davison,Skip Barber Racing School   (Rick Ware),Chevrolet,54,running,0,8,0
30,31,52,Josh Bilicki,Junction Fuels   (Rick Ware),Ford,54,running,0,7,0
31,39,78,Kyle Tilley,Bremont / Battle Associates   (B.J. McLeod),Ford,54,running,0,6,0
32,35,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,53,running,0,0,0
33,15,99,Daniel Suarez,ONX Homes / iFly   (Trackhouse Racing),Chevrolet,46,running,0,4,0
34,40,00,Quin Houff,Mane 'n Tail / Spirit Untamed   (StarCom Racing),Chevrolet,38,dvp,0,3,0
35,17,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,24,crash,3,2,0
36,14,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,24,crash,0,1,0
37,11,4,Kevin Harvick,Mobil1Thousand.com   (Stewart Haas Racing),Ford,19,crash,0,1,0
38,10,20,Christopher Bell,Craftsman   (Joe Gibbs),Toyota,18,crash,0,1,0
39,18,23,Bubba Wallace,Door Dash   (23XI Racing),Toyota,18,crash,0,1,0
40,30,77,Justin Haley,Fraternal Order of Eagles   (Spire Motorsports),Chevrolet,12,steering,0,0,0
