Leader,From Lap,To Lap,# Of Laps
Christopher Bell,1,1,1
Martin Truex Jr,2,30,29
Ricky Stenhouse Jr,31,33,3
William Byron,34,42,9
Martin Truex Jr,43,164,122
Aric Almirola,165,168,4
Kyle Larson,169,174,6
Martin Truex Jr,175,236,62
Joey Logano,237,238,2
Kevin Harvick,239,244,6
Austin Dillon,245,256,12
Martin Truex Jr,257,273,17
Kevin Harvick,274,277,4
Martin Truex Jr,278,301,24
