Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,2,19,Martin Truex Jr,Reser's Fine Foods   (Joe Gibbs),Toyota,301,running,254,60,7
2,4,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,301,running,2,45,0
3,15,5,Kyle Larson,Valvoline   (Rick Hendrick),Chevrolet,301,running,6,43,0
4,13,4,Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,301,running,10,38,0
5,9,6,Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,301,running,0,35,0
6,6,45,Tyler Reddick,Draft Kings Network   (23XI Racing),Toyota,301,running,0,41,0
7,20,11,Denny Hamlin,Mavis Tires & Brakes   (Joe Gibbs),Toyota,301,running,0,40,0
8,8,23,Bubba Wallace,DraftKings   (23XI Racing),Toyota,301,running,0,29,0
9,11,3,Austin Dillon,Bass Pro Shops Club   (Richard Childress),Chevrolet,301,running,12,28,0
10,27,14,Chase Briscoe,Mobil 1 Gen G   (Stewart Haas Racing),Ford,301,running,0,27,0
11,30,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,301,running,0,26,0
12,18,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,301,running,0,25,0
13,17,34,Michael McDowell,The Pete Store   (Bob Jenkins),Ford,301,running,0,25,0
14,25,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,301,running,0,27,0
15,26,17,Chris Buescher,Fastenal   (Jack Roush),Ford,301,running,0,22,0
16,12,99,Daniel Suarez,SLAM! Foundation   (Trackhouse Racing),Chevrolet,301,running,0,24,0
17,19,31,Justin Haley,Campers Inn RV   (Matthew Kaulig),Chevrolet,301,running,0,20,0
18,16,47,Ricky Stenhouse Jr,Kroger/Drumstick   (JTG-Daugherty Racing),Chevrolet,301,running,3,19,0
19,14,16,A.J. Allmendinger,Nutrien Ag Solutions   (Matthew Kaulig),Chevrolet,301,running,0,18,0
20,28,21,Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,301,running,0,17,0
21,23,38,Todd Gilliland,A&W Root Beer Float   (Bob Jenkins),Ford,301,running,0,16,0
22,5,12,Ryan Blaney,Menards  Sylvania   (Roger Penske),Ford,301,running,0,28,0
23,31,1,Ross Chastain,Kubota   (Trackhouse Racing),Chevrolet,301,running,0,14,0
24,7,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,301,running,9,22,0
25,22,2,Austin Cindric,AutoTrader   (Roger Penske),Ford,301,running,0,12,0
26,35,77,Ty Dillon,Ferris Commercial Mowers   (Spire Motorsports),Chevrolet,301,running,0,11,0
27,36,54,Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,301,running,0,10,0
28,21,41,Ryan Preece,Mohawk Northeast   (Stewart Haas Racing),Ford,300,running,0,9,0
29,1,20,Christopher Bell,Rheem/ Watts   (Joe Gibbs),Toyota,299,running,1,14,0
30,33,15,Ryan Newman,Parts Plus   (Rick Ware),Ford,299,running,0,7,0
31,32,78,B.J. McLeod,Circle B Diecast   (B.J. McLeod),Chevrolet,295,running,0,6,0
32,29,42,Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,268,crash,0,5,0
33,24,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,176,running,0,4,0
34,3,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,168,crash,4,10,0
35,34,51,Cole Custer,Biohaven/Jacob Co.   (Rick Ware),Ford,130,crash,0,0,0
36,10,8,Kyle Busch,Lenovo   (Richard Childress),Chevrolet,71,crash,0,1,0
