Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,267,running,120,40,6
2,3,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs & Boats   (Joe Gibbs),Toyota,267,running,103,35,1
3,16,20,Erik Jones,DeWalt   (Joe Gibbs),Toyota,267,running,0,37,0
4,2,4,Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,267,running,41,33,0
5,5,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,267,running,0,36,0
6,10,14,Clint Bowyer,Rush Truck Centers / Haas CNC   (Stewart Haas Racing),Ford,267,running,0,36,0
7,15,6,Ryan Newman,Wyndham Rewards   (Jack Roush),Ford,267,running,0,30,0
8,22,3,Austin Dillon,Symbicort   (Richard Childress),Chevrolet,267,running,0,30,0
9,12,88,Alex Bowman,Nationwide   (Rick Hendrick),Chevrolet,267,running,0,28,0
10,1,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,267,running,2,27,0
11,7,12,Ryan Blaney,Menards / Richmond   (Roger Penske),Ford,266,running,0,36,0
12,25,8,Daniel Hemric,myblu   (Richard Childress),Chevrolet,266,running,0,25,0
13,18,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,266,running,0,28,0
14,17,41,Daniel Suarez,Haas Automation   (Stewart Haas Racing),Ford,266,running,0,23,0
15,11,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,266,running,0,22,0
16,20,37,Chris Buescher,Honey Nut Cheerios   (JTG-Daugherty Racing),Chevrolet,266,running,0,21,0
17,19,21,Paul Menard,Motorcraft / Quick Lane Tire & Auto Center   (Wood Brothers),Ford,266,running,0,20,0
18,8,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,265,running,0,19,0
19,23,17,Ricky Stenhouse Jr,Fastenal / DeWalt   (Jack Roush),Ford,265,running,1,18,0
20,21,95,Matt DiBenedetto,Toyota Express Maintenance   (Leavine Family Racing),Toyota,265,running,0,17,0
21,13,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,265,running,0,16,0
22,14,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,264,running,0,15,0
23,30,36,John H. Nemechek,Speedy Cash   (Bob Jenkins),Ford,264,running,0,0,0
24,24,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,263,running,0,13,0
25,26,47,Ryan Preece,Kroger / Totino's / No Yolks   (JTG-Daugherty Racing),Chevrolet,263,running,0,12,0
26,28,34,Michael McDowell,Love's Travel Stops / Luber Finer   (Bob Jenkins),Ford,263,running,0,11,0
27,31,38,David Ragan,Thank You David   (Bob Jenkins),Ford,263,running,0,10,0
28,33,00,Landon Cassill,International Marine / Comet Delivery Svcs.   (StarCom Racing),Chevrolet,262,running,0,0,0
29,37,96,Drew Herring,TRD 40th Anniversary   (Gaunt Brothers),Toyota,262,running,0,8,0
30,34,51,J.J. Yeley,Jacob Companies   (Rick Ware),Ford,262,running,0,0,0
31,29,32,Corey LaJoie,CorvetteParts.net / Skooza.com   (Archie St. Hilaire),Ford,261,running,0,6,0
32,39,53,B.J. McLeod,AQRE.app   (Rick Ware),Chevrolet,256,running,0,0,0
33,40,66,Timmy Hill,Generx Generators / FixMyGen.com   (Carl Long),Toyota,248,running,0,0,0
34,27,43,Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,243,running,0,3,0
35,36,27,Ross Chastain,Xchange of America   (Jay Robinson),Chevrolet,242,running,0,0,0
36,38,52,Josh Bilicki,Travis Mills Foundation   (Rick Ware),Ford,240,brakes,0,0,0
37,35,77,Reed Sorenson,Rousseau / Quartz   (Spire Motorsports),Chevrolet,236,brakes,0,1,0
38,32,15,Joe Nemechek,RoyalTeakCollection.com   (Jay Robinson),Chevrolet,227,steering,0,0,0
39,9,24,William Byron,Axalta Flames of Independence   (Rick Hendrick),Chevrolet,215,engine,0,4,0
40,6,42,Kyle Larson,Credit One Bank   (Chip Ganassi),Chevrolet,209,engine,0,18,0
