Leader,From Lap,To Lap,# Of Laps
Kevin Harvick,1,20,20
"Martin Truex, Jr.",21,38,18
"Ricky Stenhouse, Jr.",39,39,1
"Martin Truex, Jr.",40,86,47
Kyle Busch,87,87,1
"Martin Truex, Jr.",88,120,33
Kyle Busch,121,143,23
Kevin Harvick,144,156,13
Kyle Busch,157,167,11
Denny Hamlin,168,169,2
Kyle Busch,170,209,40
"Martin Truex, Jr.",210,214,5
Kevin Harvick,215,222,8
Kyle Busch,223,267,45
