Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,13,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,312,running,50,50,6
2,14,17,Chris Buescher,BuildSubmarines.com   (Jack Roush),Ford,312,running,0,36,0
3,2,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,312,running,57,43,0
4,18,6,Brad Keselowski,Consumer Cellular   (Jack Roush),Ford,312,running,0,35,0
5,16,12,Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,312,running,0,41,0
6,12,1,Ross Chastain,Kubota   (Trackhouse Racing),Chevrolet,312,running,0,31,0
7,11,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,312,running,55,37,0
8,9,34,Michael McDowell,Horizon Hobby   (Bob Jenkins),Ford,312,running,0,32,0
9,8,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,312,running,0,30,0
10,6,45,Tyler Reddick,Mobil 1   (23XI Racing),Toyota,312,running,68,46,1
11,1,11,Denny Hamlin,Mavis Brakes Plus   (Joe Gibbs),Toyota,312,running,68,42,0
12,7,10,Noah Gragson,SERVPRO   (Stewart Haas Racing),Ford,312,running,0,28,0
13,15,99,Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,312,running,0,24,0
14,17,5,Kyle Larson,Valvoline   (Rick Hendrick),Chevrolet,312,running,0,23,0
15,10,77,Carson Hocevar,Delaware Life   (Spire Motorsports),Chevrolet,312,running,0,22,0
16,22,23,Bubba Wallace,U.S. Air Force   (23XI Racing),Toyota,312,running,0,21,0
17,29,38,Todd Gilliland,gener8tor   (Bob Jenkins),Ford,312,running,14,20,0
18,5,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,312,running,0,31,0
19,3,9,Chase Elliott,Kelley Blue Book   (Rick Hendrick),Chevrolet,312,running,0,28,0
20,25,48,Alex Bowman,Ally Best Friends   (Rick Hendrick),Chevrolet,312,running,0,17,0
21,20,47,Ricky Stenhouse Jr,Fry's/Coca-Cola Spiced   (JTG-Daugherty Racing),Chevrolet,312,running,0,16,0
22,31,8,Kyle Busch,Zone   (Richard Childress),Chevrolet,311,running,0,15,0
23,27,41,Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,311,running,0,14,0
24,33,51,Justin Haley,Fraternal Order of Eagles   (Rick Ware),Ford,311,running,0,13,0
25,19,42,John H. Nemechek,Albertson's   (Legacy Motor Club),Toyota,311,running,0,12,0
26,36,4,Josh Berry,SunnyD   (Stewart Haas Racing),Ford,310,running,0,11,0
27,24,21,Harrison Burton,DRAIVER   (Wood Brothers),Ford,310,running,0,10,0
28,21,31,Daniel Hemric,Poppy Bank   (Matthew Kaulig),Chevrolet,310,running,0,9,0
29,28,71,Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,309,running,0,8,0
30,32,15,Kaz Grala,N29 Capital Partners   (Rick Ware),Ford,309,running,0,7,0
31,4,43,Erik Jones,Family Dollar   (Legacy Motor Club),Toyota,305,running,0,13,0
32,30,3,Austin Dillon,Morgan & Morgan   (Richard Childress),Chevrolet,304,running,0,5,0
33,35,7,Corey LaJoie,Group1001   (Spire Motorsports),Chevrolet,204,crash,0,4,0
34,23,22,Joey Logano,Hunt Brothers Pizza   (Roger Penske),Ford,203,crash,0,3,0
35,26,16,Derek Kraus,Western States Flooring   (Matthew Kaulig),Chevrolet,203,crash,0,2,0
36,34,2,Austin Cindric,Menards  Duracell   (Roger Penske),Ford,6,crash,0,1,0
