Rank,Driver,Wins,Points
1,Ryan Blaney,0,151
2,Martin Truex Jr,0,141
2,Kyle Larson,1,141
4,William Byron,1,134
5,Ty Gibbs,0,130
5,Tyler Reddick,0,130
7,Ross Chastain,0,129
7,Denny Hamlin,0,129
9,Chase Elliott,0,123
10,Daniel Suarez,1,114
11,Kyle Busch,0,110
12,Christopher Bell,1,102
13,Alex Bowman,0,99
14,Bubba Wallace,0,97
15,Austin Cindric,0,87
16,Chris Buescher,0,86
