Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,21,8,Kyle Busch,Lucas Oil   (Richard Childress),Chevrolet,200,running,27,49,5
2,33,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,200,running,1,40,0
3,8,1,Ross Chastain,Kubota   (Trackhouse Racing),Chevrolet,200,running,91,54,2
4,7,99,Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,200,running,0,47,0
5,10,4,Kevin Harvick,Gearwrench   (Stewart Haas Racing),Ford,200,running,5,42,0
6,13,11,Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,200,running,11,42,0
7,16,6,Brad Keselowski,Castrol Edge   (Jack Roush),Ford,200,running,2,32,0
8,4,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,200,running,17,39,0
9,28,3,Austin Dillon,Dow Coatings   (Richard Childress),Chevrolet,200,running,3,28,0
10,3,22,Joey Logano,AAA Southern California   (Roger Penske),Ford,200,running,19,39,0
11,14,19,Martin Truex Jr,Reser's Fine Foods   (Joe Gibbs),Toyota,200,running,0,28,0
12,2,47,Ricky Stenhouse Jr,Ralphs/Tree Top   (JTG-Daugherty Racing),Chevrolet,200,running,0,25,0
13,5,17,Chris Buescher,Pala Casino   (Jack Roush),Ford,200,running,0,24,0
14,12,7,Corey LaJoie,NEGU   (Spire Motorsports),Chevrolet,200,running,0,24,0
15,24,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,200,running,0,22,0
16,23,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,200,running,0,21,0
17,25,38,Todd Gilliland,LONG JOHN SILVER'S   (Bob Jenkins),Ford,200,running,0,20,0
18,26,34,Michael McDowell,Horizon Hobby   (Bob Jenkins),Ford,200,running,6,19,0
19,34,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,200,running,0,18,0
20,31,14,Chase Briscoe,Rush Truck CentersMobilDelvac   (Stewart Haas Racing),Ford,200,running,0,17,0
21,29,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,199,running,0,16,0
22,20,42,Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,199,running,1,15,0
23,22,15,J.J. Yeley,ActOne Group   (Rick Ware),Ford,199,running,0,14,0
24,30,78,B.J. McLeod,AMERICAN HARTFORD GOLD   (B.J. McLeod),Chevrolet,199,running,0,13,0
25,32,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,198,running,0,17,0
26,9,12,Ryan Blaney,Wurth   (Roger Penske),Ford,196,running,16,20,0
27,11,51,Cody Ware,Biohaven   (Rick Ware),Ford,195,running,0,10,0
28,19,2,Austin Cindric,Menards  Quaker State   (Roger Penske),Ford,194,running,0,9,0
29,15,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,185,running,0,8,0
30,18,23,Bubba Wallace,Leidos   (23XI Racing),Toyota,172,engine,0,7,0
31,36,77,Ty Dillon,Nations Guard   (Spire Motorsports),Chevrolet,140,engine,0,6,0
32,1,20,Christopher Bell,SiriusXM   (Joe Gibbs),Toyota,88,crash,1,5,0
33,27,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,87,crash,0,4,0
34,35,45,Tyler Reddick,The Beast Unleashed   (23XI Racing),Toyota,87,crash,0,3,0
35,17,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,86,crash,0,2,0
36,6,16,A.J. Allmendinger,Farmsmart   (Matthew Kaulig),Chevrolet,75,crash,0,1,0
