Leader,From Lap,To Lap,# Of Laps
Chase Briscoe,1,48,48
Kyle Larson,49,75,27
Daniel Suarez,76,139,64
Chase Briscoe,140,150,11
Tyler Reddick,151,249,99
Kyle Busch,250,250,1
