Leader,From Lap,To Lap,# Of Laps
Ryan Blaney,1,35,35
Kyle Busch,36,40,5
Ryan Blaney,41,41,1
Denny Hamlin,42,45,4
Kyle Busch,46,65,20
Denny Hamlin,66,66,1
Ryan Blaney,67,79,13
Kyle Busch,80,152,73
Denny Hamlin,153,153,1
Kyle Busch,154,195,42
Ryan Blaney,196,196,1
Jimmie Johnson,197,200,4
Kyle Busch,201,220,20
Denny Hamlin,221,221,1
Daniel Hemric,222,225,4
Aric Almirola,226,251,26
Ryan Blaney,252,295,44
Kyle Busch,296,312,17
