Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,18,Kyle Busch,Skittles   (Joe Gibbs),Toyota,312,running,177,56,6
2,9,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs   (Joe Gibbs),Toyota,312,running,0,42,0
3,1,12,Ryan Blaney,Money Lion   (Roger Penske),Ford,312,running,94,44,1
4,14,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,312,running,26,42,0
5,3,11,Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,312,running,7,38,0
6,31,42,Kyle Larson,McDonald's   (Chip Ganassi),Chevrolet,312,running,0,36,0
7,16,1,Kurt Busch,Global Poker   (Chip Ganassi),Chevrolet,312,running,0,31,0
8,15,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,312,running,4,33,0
9,8,4,Kevin Harvick,Jimmy John's   (Stewart Haas Racing),Ford,312,running,0,37,0
10,12,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,312,running,0,38,0
11,26,14,Clint Bowyer,IT Savvy   (Stewart Haas Racing),Ford,312,running,0,35,0
12,18,6,Ryan Newman,Oscar Mayer Bacon   (Jack Roush),Ford,312,running,0,30,0
13,19,17,Ricky Stenhouse Jr,Sunny D   (Jack Roush),Ford,312,running,0,24,0
14,2,9,Chase Elliott,Hooters   (Rick Hendrick),Chevrolet,312,running,0,27,0
15,20,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,312,running,0,22,0
16,22,37,Chris Buescher,Kroger Flavor Fill Up / Klondike   (JTG-Daugherty Racing),Chevrolet,312,running,0,21,0
17,17,21,Paul Menard,Menards / Quaker State   (Wood Brothers),Ford,311,running,0,20,0
18,11,8,Daniel Hemric,Okuma   (Richard Childress),Chevrolet,311,running,4,19,0
19,5,2,Brad Keselowski,Alliance Truck Parts   (Roger Penske),Ford,311,running,0,18,0
20,30,36,Matt Tifft,Surface Sunscreen / Tunity   (Bob Jenkins),Ford,311,running,0,17,0
21,13,3,Austin Dillon,Dow   (Richard Childress),Chevrolet,311,running,0,20,0
22,23,43,Bubba Wallace,World Wide Technology   (Richard Petty Motorsports),Chevrolet,311,running,0,15,0
23,28,41,Daniel Suarez,Ruckus   (Stewart Haas Racing),Ford,311,running,0,14,0
24,7,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,310,running,0,16,0
25,29,38,David Ragan,Select Blinds   (Bob Jenkins),Ford,310,running,0,12,0
26,24,32,Corey LaJoie,Schluter Systems   (Archie St. Hilaire),Ford,310,running,0,11,0
27,33,15,Ross Chastain,FitStrong   (Jay Robinson),Chevrolet,308,running,0,0,0
28,25,95,Matt DiBenedetto,Procore   (Leavine Family Racing),Toyota,308,running,0,9,0
29,10,20,Erik Jones,Reser's Fine Foods   (Joe Gibbs),Toyota,304,running,0,8,0
30,35,77,Quin Houff,Rim Ryderz   (Spire Motorsports),Chevrolet,302,running,0,7,0
31,36,52,Bayley Currey,Mtel-One   (Rick Ware),Ford,301,running,0,0,0
32,34,51,Cody Ware,Jacob Companies   (Rick Ware),Chevrolet,300,running,0,5,0
33,32,00,Landon Cassill,Iron Mountain Data Centers   (StarCom Racing),Chevrolet,267,running,0,0,0
34,21,47,Ryan Preece,Kroger.com / Pringles / Breyer's   (JTG-Daugherty Racing),Chevrolet,229,crash,0,3,0
35,6,88,Alex Bowman,Nationwide   (Rick Hendrick),Chevrolet,191,crash,0,9,0
36,27,34,Michael McDowell,Dockside Logistics   (Bob Jenkins),Ford,157,crash,0,1,0
