Leader,From Lap,To Lap,# Of Laps
Tyler Reddick,1,8,8
Christopher Bell,9,24,16
Shane Van Gisbergen,25,25,1
Ty Gibbs,26,26,1
Christopher Bell,27,47,21
Justin Haley,48,70,23
Shane Van Gisbergen,71,78,8
