driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Shane Van Gisbergen,3,5,1,1,22,5,16,24,8,21,87.5,12,73,93.6,9,11.5,78,138.1
Justin Haley,37,28,2,1,37,17,23,36,13,1,2.8,3,34,43.6,23,29.5,78,93.7
Chase Elliott,26,30,3,2,35,17,4,28,24,4,14.3,2,34,43.6,0,0.0,78,85.4
Kyle Larson,7,2,4,2,16,7,14,29,15,29,100.0,2,76,97.4,0,0.0,78,112.5
Kyle Busch,18,27,5,3,37,21,8,34,26,5,14.7,0,31,39.7,0,0.0,78,71.8
Austin Cindric,31,23,6,5,33,18,7,36,29,8,22.2,0,32,41.0,0,0.0,78,76.5
Michael McDowell,6,6,7,4,22,8,10,32,22,24,75.0,0,70,89.7,0,0.0,78,105.3
Joey Logano,9,18,8,4,33,12,-13,24,37,6,25.0,0,53,67.9,0,0.0,78,88.5
Ty Gibbs,12,7,9,1,15,9,12,29,17,22,75.9,1,78,100.0,1,1.3,78,99.9
Chris Buescher,15,10,10,9,27,13,13,30,17,16,53.3,0,62,79.5,0,0.0,78,88.0
Denny Hamlin,1,12,11,1,26,14,3,34,31,13,38.2,1,60,76.9,0,0.0,78,85.3
Aric Almirola,24,34,12,9,37,24,-31,13,44,2,15.4,0,31,39.7,0,0.0,78,49.7
William Byron,22,19,13,4,32,18,1,33,32,5,15.2,0,33,42.3,0,0.0,78,74.2
Corey LaJoie,19,35,14,9,35,21,-20,25,45,11,44.0,4,43,55.1,0,0.0,78,78.6
Ryan Preece,28,14,15,3,28,17,17,43,26,14,32.6,0,28,35.9,0,0.0,78,78.7
Erik Jones,21,15,16,13,36,22,13,52,39,6,11.5,1,16,20.5,0,0.0,78,61.8
A.J. Allmendinger,10,9,17,7,29,13,2,33,31,14,42.4,0,52,66.7,0,0.0,78,83.3
Christopher Bell,4,1,18,1,32,9,-4,24,28,9,37.5,15,54,69.2,37,47.4,78,113.5
Todd Gilliland,25,22,19,9,35,23,22,61,39,0,0.0,0,1,1.3,0,0.0,78,51.5
Chase Briscoe,16,13,20,5,34,17,7,36,29,5,13.9,0,24,30.8,0,0.0,78,71.3
Jenson Button,8,20,21,8,34,19,-5,27,32,3,11.1,0,21,26.9,0,0.0,78,65.0
Ross Chastain,34,16,22,7,34,19,15,36,21,10,27.8,0,21,26.9,0,0.0,78,61.8
Josh Bilicki,27,21,23,2,33,22,7,40,33,10,25.0,0,5,6.4,0,0.0,78,57.0
Brad Keselowski,20,26,24,14,36,29,-6,34,40,0,0.0,0,1,1.3,0,0.0,78,39.0
Noah Gragson,23,36,25,23,37,33,-6,19,25,0,0.0,0,0,0.0,0,0.0,78,32.8
Andy Lally,30,24,26,11,33,25,0,35,35,3,8.6,0,4,5.1,0,0.0,78,44.2
Daniel Suarez,5,4,27,4,31,13,-11,24,35,14,58.3,0,48,61.5,0,0.0,78,75.8
Tyler Reddick,2,3,28,1,36,11,5,21,16,8,38.1,4,57,73.1,8,10.3,78,101.5
Kevin Harvick,35,32,29,8,35,26,-22,43,65,7,16.3,0,14,17.9,0,0.0,78,33.7
Harrison Burton,32,31,30,7,34,28,-9,46,55,6,13.0,0,4,5.1,0,0.0,78,31.3
Bubba Wallace,14,33,31,4,35,26,-21,41,62,7,17.1,0,11,14.1,0,0.0,78,38.7
Martin Truex Jr,11,8,32,4,35,16,-7,24,31,10,41.7,1,47,61.0,0,0.0,77,73.6
Ryan Blaney,17,37,33,17,37,32,-12,10,22,0,0.0,0,0,0.0,0,0.0,77,41.5
Ricky Stenhouse Jr,36,25,34,12,36,27,6,48,42,1,2.1,0,1,1.3,0,0.0,77,32.0
Ty Dillon,33,17,35,15,35,25,-5,39,44,0,0.0,0,1,1.5,0,0.0,67,37.0
Austin Dillon,29,29,36,2,33,22,-24,35,59,3,8.6,0,19,30.6,0,0.0,62,41.8
Alex Bowman,13,11,37,11,34,26,-10,23,33,6,26.1,1,31,77.5,0,0.0,40,52.8
