Leader,From Lap,To Lap,# Of Laps
Kyle Busch,1,9,9
Aric Almirola,10,137,128
Ryan Blaney,138,149,12
Matt DiBenedetto,150,150,1
Brad Keselowski,151,180,30
"Martin Truex, Jr.",181,219,39
Brad Keselowski,220,223,4
Cole Custer,224,227,4
William Byron,228,231,4
"Martin Truex, Jr.",232,248,17
Ryan Blaney,249,254,6
Kevin Harvick,255,265,11
"Martin Truex, Jr.",266,266,1
Cole Custer,267,267,1
