Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,16,1,Ross Chastain,ONX Homes / iFly   (Trackhouse Racing),Chevrolet,69,running,31,43,5
2,5,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,69,running,0,43,0
3,7,20,Christopher Bell,DeWalt   (Joe Gibbs),Toyota,69,running,0,34,0
4,12,9,Chase Elliott,Llumar   (Rick Hendrick),Chevrolet,69,running,0,37,0
5,4,8,Tyler Reddick,3CHI   (Richard Childress),Chevrolet,69,running,2,32,0
6,1,12,Ryan Blaney,Menards / Richmond Water Heaters   (Roger Penske),Ford,69,running,1,47,0
7,17,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,69,running,0,30,0
8,10,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,69,running,11,32,0
9,30,43,Erik Jones,Focus Factor   (Petty GMS Motorsports),Chevrolet,69,running,0,28,0
10,21,3,Austin Dillon,Bennett   (Richard Childress),Chevrolet,69,running,0,32,0
11,18,4,Kevin Harvick,Gearwrench   (Stewart Haas Racing),Ford,69,running,0,26,0
12,24,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,69,running,0,25,0
13,27,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,69,running,0,24,0
14,26,6,Brad Keselowski,Wyndham Rewards   (Jack Roush),Ford,69,running,0,23,0
15,9,31,Justin Haley,Leaf Filter Gutter Protection   (Matthew Kaulig),Chevrolet,69,running,0,27,0
16,29,38,Todd Gilliland,Boot Barn   (Bob Jenkins),Ford,69,running,0,21,0
17,19,21,Harrison Burton,Freightliner   (Wood Brothers),Ford,69,running,0,26,0
18,8,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,69,running,3,29,1
19,25,10,Aric Almirola,Rush / Mobil Delvac 1   (Stewart Haas Racing),Ford,69,running,0,24,0
20,33,42,Ty Dillon,chevyliners.com   (Petty GMS Motorsports),Chevrolet,69,running,0,17,0
21,22,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,69,running,0,16,0
22,34,77,Josh Bilicki,Zeigler Auto Group   (Spire Motorsports),Chevrolet,69,running,0,0,0
23,3,41,Cole Custer,One Cure   (Stewart Haas Racing),Ford,69,running,0,14,0
24,2,99,Daniel Suarez,CommScope   (Trackhouse Racing),Chevrolet,69,running,15,23,1
25,31,50,Kaz Grala,Pit Viper   (TMT Racing),Chevrolet,69,running,0,0,0
26,37,66,Boris Said,Bumper.com   (Carl Long),Ford,69,running,0,11,0
27,35,51,Cody Ware,Nurtec ODT   (Rick Ware),Ford,69,running,0,10,0
28,15,18,Kyle Busch,Skittles Lime is Back   (Joe Gibbs),Toyota,69,running,0,18,0
29,13,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,69,running,0,14,0
30,14,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,69,running,2,10,0
31,6,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,69,running,2,21,0
32,11,45,Kurt Busch,Monster Energy   (23XI Racing),Toyota,69,running,0,5,0
33,20,16,A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,68,running,2,0,0
34,36,27,Loris Hezemans,Hezeberg Systems   (Team Hezeberg),Ford,62,rear gear,0,0,0
35,38,15,Joey Hand,Ford Pass Rewards Visa   (Rick Ware),Ford,60,suspension,0,2,0
36,32,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,57,engine,0,1,0
37,28,47,Ricky Stenhouse Jr,Sunny D   (JTG-Daugherty Racing),Chevrolet,52,drivetrain,0,1,0
38,23,23,Bubba Wallace,Leidos   (23XI Racing),Toyota,44,suspension,0,2,0
39,39,78,Andy Lally,Surface Sunscreen / MaintenanceSupplies.com   (B.J. McLeod),Ford,19,suspension,0,0,0
