Leader,From Lap,To Lap,# Of Laps
Daniel Suarez,1,15,15
Ryan Blaney,16,16,1
Austin Cindric,17,27,11
Denny Hamlin,28,30,3
Joey Logano,31,32,2
Ross Chastain,33,41,9
A.J. Allmendinger,42,42,1
Ross Chastain,43,44,2
Chase Briscoe,45,46,2
Ross Chastain,47,64,18
A.J. Allmendinger,65,65,1
Tyler Reddick,66,67,2
Ross Chastain,68,69,2
