Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,20,Christopher Bell,DEWALT POWERSTACK   (Joe Gibbs),Toyota,250,running,100,52,5
2,6,45,Tyler Reddick,SiriusXM Radio   (23XI Racing),Toyota,250,running,69,48,1
3,2,3,Austin Dillon,BREZTRI   (Richard Childress),Chevrolet,250,running,0,52,0
4,22,47,Ricky Stenhouse Jr,Kroger/ Irish Spring   (JTG-Daugherty Racing),Chevrolet,250,running,0,33,0
5,14,14,Chase Briscoe,Magical Vacation Planner   (Stewart Haas Racing),Ford,250,running,0,41,0
6,25,31,Justin Haley,Tide   (Matthew Kaulig),Chevrolet,250,running,0,35,0
7,27,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,250,running,0,34,0
8,15,38,Todd Gilliland,Speedy Cash   (Bob Jenkins),Ford,250,running,0,29,0
9,26,4,Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,250,running,0,28,0
10,23,54,Ty Gibbs,Interstate Batteries   (Joe Gibbs),Toyota,250,running,0,27,0
11,13,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,250,running,0,26,0
12,11,23,Bubba Wallace,McDonald's/Dr Pepper   (23XI Racing),Toyota,250,running,0,25,0
13,10,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,250,running,0,25,0
14,18,43,Erik Jones,Club Wyndham   (Legacy Motor Club),Chevrolet,250,running,0,23,0
15,20,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,250,running,0,22,0
16,29,16,A.J. Allmendinger,Gain   (Matthew Kaulig),Chevrolet,250,running,0,21,0
17,33,6,Brad Keselowski,King's Hawaiian   (Jack Roush),Ford,250,running,0,20,0
18,28,17,Chris Buescher,Fastenal   (Jack Roush),Ford,250,running,0,19,0
19,7,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,250,running,0,18,0
20,3,15,J.J. Yeley,PublicSq.   (Rick Ware),Ford,250,running,0,0,0
21,32,77,Ty Dillon,Ferris Commercial Mowers   (Spire Motorsports),Chevrolet,250,running,0,16,0
22,30,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,250,running,0,15,0
23,9,12,Ryan Blaney,Menards  Maytag   (Roger Penske),Ford,250,running,0,23,0
24,8,41,Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,250,running,0,20,0
25,34,99,Daniel Suarez,Jockey   (Trackhouse Racing),Chevrolet,250,running,0,12,0
26,37,78,B.J. McLeod,Gunk   (B.J. McLeod),Chevrolet,250,running,0,11,0
27,31,9,Josh Berry,Hooters   (Rick Hendrick),Chevrolet,250,running,0,0,0
28,16,1,Ross Chastain,AdventHealth   (Trackhouse Racing),Chevrolet,249,running,0,9,0
29,17,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,248,running,0,8,0
30,35,7,Corey LaJoie,Nations Guard   (Spire Motorsports),Chevrolet,247,running,0,7,0
31,19,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,240,running,0,7,0
32,5,8,Kyle Busch,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,236,suspension,6,19,0
33,36,42,Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,205,running,0,4,0
34,24,51,Matt Crafton,Biohaven/Jacob Co.   (Rick Ware),Ford,185,engine,0,0,0
35,1,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,177,crash,75,20,1
36,21,13,Jonathan Davenport,Nutrien Ag Solutions   (Matthew Kaulig),Chevrolet,176,crash,0,1,0
37,12,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,96,crash,0,1,0
