Rank,Driver,Wins,Points
1,Christopher Bell,1,281
2,Ross Chastain,0,268
3,Kevin Harvick,0,255
4,Kyle Larson,1,242
5,Tyler Reddick,1,235
6,Kyle Busch,1,234
7,Martin Truex Jr,0,232
8,Joey Logano,1,223
9,Brad Keselowski,0,216
10,Alex Bowman,0,211
10,Ryan Blaney,0,211
12,Denny Hamlin,0,203
13,Ricky Stenhouse Jr,1,194
14,Austin Cindric,0,193
14,William Byron,2,193
16,Chris Buescher,0,183
