driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Christopher Bell,4,5,1,1,12,4,6,50,44,47,94.0,30,250,100.0,100,40.0,250,139.6
Tyler Reddick,6,1,2,1,16,5,7,66,59,64,97.0,35,250,100.0,69,27.6,250,122.7
Austin Dillon,2,3,3,1,11,4,10,64,54,62,96.9,24,250,100.0,0,0.0,250,121.2
Ricky Stenhouse Jr,22,14,4,3,22,13,18,137,119,94,68.6,0,147,58.8,0,0.0,250,90.2
Chase Briscoe,14,8,5,1,15,7,1,56,55,53,94.6,8,250,100.0,0,0.0,250,107.2
Justin Haley,25,11,6,4,28,14,25,170,145,129,75.9,0,189,75.6,0,0.0,250,86.8
Martin Truex Jr,27,6,7,2,30,13,11,115,104,73,63.5,2,170,68.0,0,0.0,250,84.2
Todd Gilliland,15,18,8,1,37,16,18,76,58,18,23.7,1,125,50.0,0,0.0,250,90.8
Kevin Harvick,26,26,9,9,35,25,12,119,107,11,9.2,1,20,8.0,0,0.0,250,59.8
Ty Gibbs,23,15,10,10,27,20,1,137,136,15,10.9,0,30,12.0,0,0.0,250,70.7
Michael McDowell,13,24,11,5,30,15,-8,107,115,71,66.4,0,169,67.6,0,0.0,250,75.8
Bubba Wallace,11,17,12,2,22,13,-3,86,89,53,61.6,1,149,59.6,0,0.0,250,78.8
William Byron,10,12,13,5,18,12,-20,119,139,102,85.7,0,232,92.8,0,0.0,250,87.5
Erik Jones,18,19,14,13,36,24,0,119,119,6,5.0,0,8,3.2,0,0.0,250,58.2
Harrison Burton,20,25,15,15,33,24,-7,111,118,4,3.6,0,8,3.2,0,0.0,250,57.5
A.J. Allmendinger,29,35,16,15,35,30,5,88,83,1,1.1,0,1,0.4,0,0.0,250,42.0
Brad Keselowski,33,33,17,17,36,29,10,103,93,0,0.0,0,0,0.0,0,0.0,250,42.7
Chris Buescher,28,20,18,11,37,23,2,116,114,16,13.8,0,38,15.2,0,0.0,250,57.5
Austin Cindric,7,22,19,5,34,20,-11,112,123,16,14.3,0,71,28.4,0,0.0,250,60.0
J.J. Yeley,3,32,20,3,32,24,-19,113,132,8,7.1,0,45,18.0,0,0.0,250,46.8
Ty Dillon,32,13,21,4,37,20,-5,107,112,21,19.6,0,75,30.0,0,0.0,250,58.5
Denny Hamlin,30,23,22,6,35,25,-7,142,149,8,5.6,0,19,7.6,0,0.0,250,42.8
Ryan Blaney,9,7,23,2,29,8,0,108,108,97,89.8,3,242,96.8,0,0.0,250,89.2
Ryan Preece,8,34,24,3,35,18,6,75,69,22,29.3,1,102,40.8,0,0.0,250,69.1
Daniel Suarez,34,30,25,17,36,29,3,121,118,0,0.0,0,0,0.0,0,0.0,250,37.0
B.J. McLeod,37,31,26,25,37,32,5,60,55,0,0.0,0,0,0.0,0,0.0,250,31.8
Josh Berry,31,29,27,3,35,20,-3,130,133,44,33.8,2,93,37.2,0,0.0,250,61.6
Ross Chastain,16,21,28,5,31,22,-36,111,147,23,20.7,0,35,14.1,0,0.0,249,46.8
Alex Bowman,17,9,29,7,29,12,-2,102,104,90,88.2,0,211,85.1,0,0.0,248,75.7
Corey LaJoie,35,36,30,18,37,32,-3,37,40,0,0.0,0,0,0.0,0,0.0,247,38.7
Aric Almirola,19,10,31,1,32,16,2,87,85,61,70.1,4,130,54.2,0,0.0,240,77.0
Kyle Busch,5,2,32,1,32,8,-9,81,90,77,95.1,20,227,96.2,6,2.5,236,87.2
Noah Gragson,36,16,33,10,36,23,8,141,133,35,24.8,0,46,22.4,0,0.0,205,58.3
Matt Crafton,24,27,34,18,37,29,-8,103,111,0,0.0,0,0,0.0,0,0.0,185,34.0
Kyle Larson,1,4,35,1,34,15,0,53,53,37,69.8,32,154,87.0,75,42.4,177,105.5
Jonathan Davenport,21,28,36,19,35,29,-12,107,119,0,0.0,0,0,0.0,0,0.0,176,41.2
Joey Logano,12,37,37,9,37,32,6,70,64,10,14.3,0,14,14.6,0,0.0,96,33.3
