driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Chase Briscoe,6,8,1,1,11,5,2,39,37,35,89.7,40,312,100.0,101,32.4,312,128.7
Ross Chastain,17,7,2,1,23,9,15,75,60,52,69.3,17,276,88.5,0,0.0,312,103.7
Tyler Reddick,12,6,3,1,13,6,18,68,50,66,97.1,15,312,100.0,0,0.0,312,107.7
Ryan Blaney,1,1,4,1,30,5,32,62,30,32,51.6,52,286,91.7,143,45.8,312,131.2
Kurt Busch,15,19,5,4,23,16,2,68,66,38,55.9,0,132,42.3,0,0.0,312,80.0
Kevin Harvick,16,3,6,2,21,6,14,50,36,44,88.0,20,301,96.5,0,0.0,312,111.0
Kyle Busch,11,12,7,2,26,11,28,126,98,78,61.9,2,256,82.1,0,0.0,312,87.3
Joey Logano,10,10,8,1,15,8,4,89,85,79,88.8,3,312,100.0,4,1.3,312,96.8
Daniel Suarez,23,15,9,7,31,18,25,92,67,39,42.4,0,121,38.8,0,0.0,312,71.0
Chris Buescher,26,16,10,10,27,18,-1,90,91,24,26.7,0,52,16.7,0,0.0,312,71.0
Chase Elliott,19,2,11,1,20,4,10,43,33,30,69.8,36,292,93.6,50,16.0,312,121.7
Aric Almirola,5,14,12,5,26,14,-7,89,96,61,68.5,2,224,71.8,0,0.0,312,78.6
Denny Hamlin,2,17,13,2,31,15,8,85,77,35,41.2,1,154,49.4,0,0.0,312,77.1
Alex Bowman,9,13,14,3,20,10,3,73,70,66,90.4,4,306,98.1,0,0.0,312,83.8
Ty Dillon,21,22,15,13,26,21,-23,60,83,9,15.0,0,3,1.0,0,0.0,312,60.5
Cole Custer,25,18,16,3,28,17,-21,61,82,23,37.7,0,141,45.2,0,0.0,312,65.5
Justin Haley,28,23,17,15,32,24,-4,38,42,0,0.0,0,3,1.0,0,0.0,312,53.8
William Byron,3,4,18,1,19,6,-11,48,59,47,97.9,19,310,99.4,12,3.8,312,96.5
Todd Gilliland,33,20,19,16,33,22,-11,60,71,0,0.0,0,0,0.0,0,0.0,312,55.7
A.J. Allmendinger,29,25,20,16,31,25,-7,65,72,0,0.0,1,0,0.0,0,0.0,312,47.2
Austin Dillon,13,9,21,5,16,10,-8,62,70,58,93.5,7,306,98.4,0,0.0,311,80.8
Bubba Wallace,27,27,22,13,32,26,9,66,57,1,1.5,5,8,2.6,0,0.0,311,51.4
Brad Keselowski,18,26,23,15,31,25,-20,45,65,1,2.2,0,0,0.0,0,0.0,311,43.3
Austin Cindric,8,24,24,6,27,20,-26,49,75,25,51.0,0,91,29.3,0,0.0,311,57.2
Erik Jones,14,21,25,14,29,21,5,66,61,2,3.0,0,10,3.2,0,0.0,311,55.7
Christopher Bell,4,29,26,3,33,22,7,44,37,14,31.8,5,63,20.3,0,0.0,310,68.2
Michael McDowell,22,30,27,21,32,29,-7,48,55,0,0.0,4,0,0.0,0,0.0,310,39.3
Ricky Stenhouse Jr,36,28,28,4,36,28,4,75,71,0,0.0,0,2,0.6,0,0.0,310,41.2
Harrison Burton,24,31,29,4,32,28,-22,53,75,5,9.4,0,16,5.2,0,0.0,309,43.8
Landon Cassill,31,32,30,28,35,32,-8,10,18,0,0.0,0,0,0.0,0,0.0,308,32.5
Cody Ware,32,33,31,18,34,33,-4,12,16,0,0.0,0,0,0.0,0,0.0,307,30.2
Garrett Smithley,35,34,32,8,36,34,3,6,3,0,0.0,0,1,0.3,0,0.0,305,27.8
B.J. McLeod,34,35,33,32,36,34,-2,3,5,0,0.0,0,0,0.0,0,0.0,304,25.3
Kyle Larson,7,5,34,1,33,14,-6,67,73,37,55.2,16,210,87.9,2,0.8,239,76.9
Martin Truex Jr,20,11,35,9,21,20,4,52,48,41,78.8,0,180,82.2,0,0.0,219,63.5
Corey LaJoie,30,36,36,25,34,35,-6,19,25,0,0.0,0,0,0.0,0,0.0,45,28.2
