Leader,From Lap,To Lap,# Of Laps
Ryan Blaney,1,27,27
Kyle Larson,28,28,1
Joey Logano,29,32,4
Chase Briscoe,33,51,19
William Byron,52,63,12
Kyle Larson,64,64,1
Ryan Blaney,65,121,57
Chase Elliott,122,132,11
Ryan Blaney,133,189,57
Chase Elliott,190,224,35
Ryan Blaney,225,225,1
Chase Elliott,226,229,4
Chase Briscoe,230,287,58
Ryan Blaney,288,288,1
Chase Briscoe,289,312,24
