Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,3,12,Ryan Blaney,Menards / Cardell Cabinetry   (Roger Penske),Ford,200,running,8,40,5
2,18,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,200,running,18,43,0
3,1,5,Kyle Larson,Cincinnati   (Rick Hendrick),Chevrolet,200,running,70,51,0
4,6,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,200,running,1,36,0
5,9,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,200,running,10,45,0
6,4,21,Matt DiBenedetto,Master Tech / Quick Lane   (Wood Brothers),Ford,200,running,1,36,0
7,7,18,Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,200,running,13,42,1
8,2,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,200,running,68,46,1
9,20,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,200,running,6,33,0
10,5,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,200,running,0,27,0
11,21,14,Chase Briscoe,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,200,running,0,26,0
12,12,47,Ricky Stenhouse Jr,Kroger / Maxwell House   (JTG-Daugherty Racing),Chevrolet,200,running,0,25,0
13,28,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,200,running,3,33,0
14,8,4,Kevin Harvick,Busch Light Apple   (Stewart Haas Racing),Ford,200,running,0,23,0
15,11,17,Chris Buescher,Castrol   (Jack Roush),Ford,200,running,0,22,0
16,10,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,200,running,0,21,0
17,23,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,200,running,0,20,0
18,13,43,Erik Jones,Medallion Bank   (Richard Petty Motorsports),Chevrolet,200,running,0,19,0
19,15,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,200,running,0,18,0
20,25,34,Michael McDowell,Martin Transportation Systems   (Bob Jenkins),Ford,200,running,0,17,0
21,32,37,Ryan Preece,Entenmann's   (JTG-Daugherty Racing),Chevrolet,200,running,0,16,0
22,30,99,Daniel Suarez,CommScope   (Trackhouse Racing),Chevrolet,200,running,0,15,0
23,27,41,Cole Custer,Feeding America / Wow Wow   (Stewart Haas Racing),Ford,200,running,0,14,0
24,16,6,Ryan Newman,IT Savvy   (Jack Roush),Ford,200,running,0,13,0
25,17,77,Justin Haley,General Formulations / Mutoh   (Spire Motorsports),Chevrolet,200,running,0,0,0
26,24,7,Josh Berry,Nations Guard   (Spire Motorsports),Chevrolet,200,running,0,0,0
27,37,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,199,running,0,0,0
28,36,78,B.J. McLeod,Keen Parts   (B.J. McLeod),Ford,198,running,0,0,0
29,14,8,Tyler Reddick,Chevy Accessories   (Richard Childress),Chevrolet,198,running,0,11,0
30,31,00,Quin Houff,YMCA / Creek   (StarCom Racing),Chevrolet,196,running,0,7,0
31,29,52,Josh Bilicki,Zeigler Auto Group   (Rick Ware),Ford,195,running,0,6,0
32,33,53,Garrett Smithley,Kendall Motor Oil   (Rick Ware),Chevrolet,194,running,0,0,0
33,19,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,188,dvp,0,9,0
34,35,38,Anthony Alfredo,TheGoldenNuggetCasino.com   (Bob Jenkins),Ford,178,running,0,3,0
35,22,42,Ross Chastain,Moose Fraternity   (Chip Ganassi),Chevrolet,152,running,0,2,0
36,26,3,Austin Dillon,Breztri   (Richard Childress),Chevrolet,120,crash,2,14,0
37,34,15,Joey Gase,Lisa Express   (Rick Ware),Chevrolet,29,crash,0,0,0
