Rank,Driver,Wins,Points
1,William Byron,2,415
2,Ross Chastain,2,407
3,Chase Elliott,1,475
4,Kyle Busch,1,417
5,Joey Logano,1,396
6,Alex Bowman,1,386
7,Kyle Larson,1,376
8,Chase Briscoe,1,300
9,Austin Cindric,1,291
10,Kurt Busch,1,283
11,Denny Hamlin,1,267
12,Ryan Blaney,0,423
13,Martin Truex Jr,0,400
14,Christopher Bell,0,359
15,Kevin Harvick,0,335
16,Aric Almirola,0,322
