Leader,From Lap,To Lap,# Of Laps
Christopher Bell,1,9,9
Tyler Reddick,10,33,24
Kyle Larson,34,36,3
Christopher Bell,37,64,28
"Ricky Stenhouse, Jr.",65,67,3
Kyle Busch,68,82,15
Chase Elliott,83,83,1
Ross Chastain,84,87,4
William Byron,88,112,25
Kurt Busch,113,124,12
Chase Elliott,125,133,9
Kurt Busch,134,136,3
Ryan Blaney,137,137,1
Kurt Busch,138,201,64
Kyle Larson,202,203,2
Kurt Busch,204,231,28
Kyle Busch,232,234,3
Kyle Larson,235,258,24
Kurt Busch,259,267,9
