Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,5,45,Kurt Busch,Jordan Brand   (23XI Racing),Toyota,267,running,116,50,6
2,3,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,267,running,29,40,0
3,6,18,Kyle Busch,M&M's Crunchy Cookie   (Joe Gibbs),Toyota,267,running,18,53,1
4,18,11,Denny Hamlin,Sport Clips Haircuts   (Joe Gibbs),Toyota,267,running,0,36,0
5,1,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,267,running,37,32,0
6,9,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,267,running,0,36,0
7,11,1,Ross Chastain,Advent Health   (Trackhouse Racing),Chevrolet,267,running,4,43,0
8,36,47,Ricky Stenhouse Jr,Dillons / Louisiana Hot Sauce   (JTG-Daugherty Racing),Chevrolet,267,running,3,29,0
9,8,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,267,running,0,29,0
10,24,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,267,running,0,32,0
11,4,2,Austin Cindric,Menards / Monster   (Roger Penske),Ford,267,running,0,33,0
12,10,12,Ryan Blaney,Wabash   (Roger Penske),Ford,267,running,1,35,0
13,21,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,267,running,0,24,0
14,30,6,Brad Keselowski,King's Hawaiian   (Jack Roush),Ford,267,running,0,23,0
15,23,4,Kevin Harvick,Busch Light #ForTheFarmers   (Stewart Haas Racing),Ford,267,running,0,22,0
16,13,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,267,running,25,27,0
17,34,22,Joey Logano,Verizon 5G   (Roger Penske),Ford,267,running,0,22,0
18,28,16,Noah Gragson,Chevrolet   (Matthew Kaulig),Chevrolet,267,running,0,0,0
19,20,7,Corey LaJoie,Garner Trucking   (Spire Motorsports),Chevrolet,267,running,0,18,0
20,17,42,Ty Dillon,Chevyliners.com   (Petty GMS Motorsports),Chevrolet,267,running,0,17,0
21,26,21,Harrison Burton,Dex Imaging   (Wood Brothers),Ford,267,running,0,16,0
22,16,41,Cole Custer,HaasTooling.com / PAG   (Stewart Haas Racing),Ford,267,running,0,15,0
23,25,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,267,running,0,14,0
24,12,14,Chase Briscoe,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,266,running,0,13,0
25,31,38,Todd Gilliland,First Phase Credit Card   (Bob Jenkins),Ford,266,running,0,12,0
26,7,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,266,running,0,11,0
27,35,17,Chris Buescher,Castrol GTX Full Synthetic   (Jack Roush),Ford,265,running,0,10,0
28,33,77,Josh Bilicki,UACC / Support Ukraine   (Spire Motorsports),Chevrolet,265,running,0,0,0
29,14,9,Chase Elliott,UniFirst   (Rick Hendrick),Chevrolet,264,running,10,22,0
30,2,8,Tyler Reddick,Bet MGM   (Richard Childress),Chevrolet,263,running,24,14,0
31,27,15,J.J. Yeley,Diagnostic Imaging Centers   (Rick Ware),Ford,263,running,0,0,0
32,22,43,Erik Jones,Focus Factor   (Petty GMS Motorsports),Chevrolet,261,running,0,8,0
33,19,99,Daniel Suarez,CommScope   (Trackhouse Racing),Chevrolet,256,running,0,4,0
34,29,51,Cody Ware,Nurtec ODT   (Rick Ware),Ford,255,running,0,3,0
35,15,31,Justin Haley,Leaf Filter Gutter Protection   (Matthew Kaulig),Chevrolet,64,electrical,0,2,0
36,32,78,B.J. McLeod,General Formulations   (B.J. McLeod),Ford,32,chassis,0,1,0
