Rank,Driver,Wins,Points
1,Kyle Larson,1,335
2,Martin Truex Jr,0,318
3,Denny Hamlin,2,307
4,Chase Elliott,1,303
5,William Byron,3,297
6,Ty Gibbs,0,280
7,Ryan Blaney,0,278
8,Tyler Reddick,0,269
9,Bubba Wallace,0,256
10,Christopher Bell,1,250
11,Ross Chastain,0,247
12,Chase Briscoe,0,231
13,Chris Buescher,0,229
14,Alex Bowman,0,228
15,Joey Logano,0,217
15,Kyle Busch,0,217
