Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,24,9,Chase Elliott,Hooters   (Rick Hendrick),Chevrolet,276,running,39,45,5
2,22,6,Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,276,running,0,40,0
3,6,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,276,running,0,36,0
4,4,45,Tyler Reddick,The Beast Unleashed   (23XI Racing),Toyota,276,running,37,40,0
5,17,99,Daniel Suarez,Kubota   (Trackhouse Racing),Chevrolet,276,running,0,32,0
6,5,14,Chase Briscoe,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,276,running,0,43,0
7,10,23,Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,276,running,5,40,0
8,15,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,276,running,0,29,0
9,35,8,Kyle Busch,Zone   (Richard Childress),Chevrolet,276,running,0,28,0
10,16,77,Carson Hocevar,Premier Security   (Spire Motorsports),Chevrolet,276,running,0,27,0
11,20,22,Joey Logano,AAA Insurance   (Roger Penske),Ford,276,running,14,26,0
12,26,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,276,running,0,25,0
13,2,54,Ty Gibbs,Interstate Batteries   (Joe Gibbs),Toyota,276,running,5,26,0
14,9,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,276,running,0,23,0
15,19,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,276,running,0,22,0
16,36,16,Ty Dillon,Sea Best Seafood   (Matthew Kaulig),Chevrolet,276,running,0,0,0
17,3,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,276,running,1,29,0
18,21,10,Noah Gragson,Overstock.com   (Stewart Haas Racing),Ford,276,running,0,19,0
19,27,43,Erik Jones,Dollar Tree   (Legacy Motor Club),Toyota,276,running,0,25,0
20,38,31,Daniel Hemric,South Point Hotel and Casino   (Matthew Kaulig),Chevrolet,276,running,0,17,0
21,1,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,276,running,77,26,1
22,23,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,276,running,0,15,0
23,31,47,Ricky Stenhouse Jr,Boost by Kroger/Blue Buffalo   (JTG-Daugherty Racing),Chevrolet,276,running,0,17,0
24,32,51,Justin Haley,Jacob Construction   (Rick Ware),Ford,276,running,0,13,0
25,8,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,276,running,0,12,0
26,18,71,Zane Smith,Ambetter Health   (Spire Motorsports),Chevrolet,276,running,0,11,0
27,33,15,Kaz Grala,N29 Capital Partners   (Rick Ware),Ford,276,running,0,10,0
28,29,21,Harrison Burton,Freightliner   (Wood Brothers),Ford,276,running,7,13,0
29,37,84,Jimmie Johnson,AdventHealth   (Legacy Motor Club),Toyota,276,running,0,8,0
30,11,11,Denny Hamlin,Yahoo!   (Joe Gibbs),Toyota,276,running,37,15,0
31,28,38,Todd Gilliland,LONG JOHN SILVER'S   (Bob Jenkins),Ford,276,running,3,6,0
32,12,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,275,crash,33,15,1
33,7,12,Ryan Blaney,MenardsKnauf Insulation   (Roger Penske),Ford,268,running,17,17,0
34,30,42,John H. Nemechek,ROMCO Equipment Co.   (Legacy Motor Club),Toyota,226,crash,0,3,0
35,13,34,Michael McDowell,Love's / Fleetguard   (Bob Jenkins),Ford,143,crash,0,5,0
36,25,4,Josh Berry,"Miner DOCKS, DOORS, AND MORE.   (Stewart Haas Racing)",Ford,136,crash,0,1,0
37,14,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,100,crash,0,1,0
38,34,33,Austin Hill,United Rentals   (Richard Childress),Chevrolet,98,steering,1,0,0
