driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
William Byron,18,19,1,1,30,13,28,87,59,33,37.9,6,143,53.6,6,2.2,267,97.9
Ross Chastain,5,10,2,1,30,11,12,63,51,31,49.2,6,221,82.8,1,0.4,267,100.0
Bubba Wallace,1,1,3,1,15,4,-20,28,48,22,78.6,20,267,100.0,111,41.6,267,128.8
Christopher Bell,9,18,4,2,35,17,-14,80,94,30,37.5,2,122,45.7,0,0.0,267,78.2
Denny Hamlin,10,6,5,2,21,6,19,67,48,47,70.1,18,265,99.3,0,0.0,267,115.7
Kevin Harvick,22,17,6,5,30,16,-6,65,71,22,33.8,5,107,40.1,0,0.0,267,81.6
Brad Keselowski,3,3,7,3,30,8,-12,55,67,31,56.4,1,249,93.3,0,0.0,267,103.4
Daniel Suarez,8,5,8,4,31,15,-12,54,66,24,44.4,0,176,65.9,0,0.0,267,90.3
Ricky Stenhouse Jr,24,23,9,8,33,23,-2,67,69,12,17.9,0,25,9.4,0,0.0,267,59.7
Chase Briscoe,31,20,10,1,31,15,21,82,61,26,31.7,2,142,53.2,0,0.0,267,68.7
Chase Elliott,29,7,11,1,31,11,19,76,57,38,50.0,0,199,74.5,1,0.4,267,84.3
Alex Bowman,14,14,12,1,33,16,-2,77,79,38,49.4,1,191,71.5,1,0.4,267,74.3
Justin Haley,28,25,13,5,30,22,3,84,81,11,13.1,3,17,6.4,0,0.0,267,59.9
Chris Buescher,2,9,14,1,27,6,-3,59,62,37,62.7,6,262,98.1,2,0.7,267,103.7
Michael McDowell,17,16,15,2,28,13,-10,67,77,22,32.8,2,165,61.8,0,0.0,267,82.0
Carson Hocevar,19,12,16,6,33,17,-6,76,82,24,31.6,2,123,46.1,0,0.0,267,66.0
Martin Truex Jr,16,11,17,7,32,16,1,66,65,15,22.7,3,97,36.3,0,0.0,267,68.8
Aric Almirola,21,24,18,2,33,22,-3,88,91,12,13.6,3,13,4.9,0,0.0,267,57.1
Ty Dillon,26,21,19,1,32,23,2,72,70,6,8.3,0,10,3.7,3,1.1,267,48.2
Harrison Burton,30,29,20,6,31,24,-14,76,90,9,11.8,0,21,7.9,0,0.0,267,46.0
Joey Logano,20,26,21,13,34,23,-17,51,68,4,7.8,0,7,2.6,0,0.0,267,49.0
B.J. McLeod,34,31,22,5,36,32,-1,7,8,0,0.0,0,3,1.1,0,0.0,267,36.2
Ryan Preece,25,15,23,5,35,18,-2,83,85,25,30.1,1,102,38.2,0,0.0,267,57.3
Zane Smith,33,27,24,12,34,28,1,73,72,1,1.4,1,0,0.0,0,0.0,267,40.8
Tyler Reddick,15,22,25,1,31,14,-6,69,75,20,29.0,16,144,53.9,36,13.5,267,74.4
Corey LaJoie,27,32,26,5,32,29,18,55,37,3,5.5,0,4,1.5,0,0.0,262,37.2
Austin Cindric,32,30,27,1,35,28,14,50,36,3,6.0,0,11,4.2,1,0.4,261,34.8
Ryan Blaney,23,2,28,2,28,13,17,54,37,10,18.5,0,142,55.0,0,0.0,258,68.5
A.J. Allmendinger,6,13,29,1,29,16,-16,54,70,28,51.9,0,138,54.1,1,0.4,255,65.8
Erik Jones,12,8,30,1,27,9,12,65,53,41,63.1,12,242,94.9,3,1.2,255,89.1
Kyle Larson,11,4,31,1,31,7,17,53,36,33,62.3,85,241,97.2,99,39.9,248,114.8
J.J. Yeley,35,28,32,1,35,29,-7,57,64,1,1.8,0,4,1.7,2,0.8,241,32.7
Ty Gibbs,4,33,33,1,31,27,-16,25,41,5,20.0,2,41,53.2,0,0.0,77,55.8
Kyle Busch,7,34,34,3,26,27,-10,25,35,7,28.0,1,71,97.3,0,0.0,73,63.7
Todd Gilliland,36,35,35,23,36,35,-3,21,24,0,0.0,0,0,0.0,0,0.0,52,23.7
Austin Dillon,13,36,36,2,16,32,-3,24,27,6,25.0,0,40,100.0,0,0.0,40,36.8
