Rank,Driver,Wins,Points
1,William Byron,1,218
2,Ross Chastain,1,214
3,Alex Bowman,1,212
4,Chase Briscoe,1,192
5,Kyle Larson,1,183
6,Austin Cindric,1,170
7,Denny Hamlin,1,148
8,Chase Elliott,0,241
8,Ryan Blaney,0,241
10,Martin Truex Jr,0,222
11,Joey Logano,0,215
12,Kevin Harvick,0,193
13,Kyle Busch,0,191
14,Aric Almirola,0,184
15,Tyler Reddick,0,183
16,Daniel Suarez,0,171
