Leader,From Lap,To Lap,# Of Laps
Aric Almirola,1,19,19
Joey Logano,20,62,43
Chase Elliott,63,63,1
Joey Logano,64,114,51
"Martin Truex, Jr.",115,115,1
Corey LaJoie,116,120,5
Joey Logano,121,201,81
Jimmie Johnson,202,271,70
Ryan Blaney,272,283,12
Joey Logano,284,306,23
Ryan Blaney,307,328,22
Joey Logano,329,364,36
Brad Keselowski,365,369,5
"Martin Truex, Jr.",370,500,131
