Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,16,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,188,running,10,58,6
2,19,12,Ryan Blaney,Menards  Dutch Boy   (Roger Penske),Ford,188,running,31,45,1
3,29,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,188,running,0,34,0
4,6,1,Ross Chastain,Jockey   (Trackhouse Racing),Chevrolet,188,running,36,38,0
5,3,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,188,running,20,41,0
6,12,43,Erik Jones,FOCUSfactor   (Petty GMS Motorsports),Chevrolet,188,running,23,38,0
7,34,38,Todd Gilliland,Georgia Peanuts   (Bob Jenkins),Ford,188,running,1,30,0
8,14,99,Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,188,running,2,36,0
9,17,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,188,running,0,35,0
10,5,14,Chase Briscoe,Magical Vacation Planner   (Stewart Haas Racing),Ford,188,running,0,28,0
11,33,77,Landon Cassill,Voyager: Crypto for All   (Spire Motorsports),Chevrolet,188,running,1,0,0
12,9,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,188,running,1,25,0
13,20,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,188,running,0,24,0
14,4,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,188,running,36,23,0
15,21,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,188,running,0,31,0
16,27,45,Bubba Wallace,Leidos   (23XI Racing),Toyota,188,running,0,21,0
17,1,20,Christopher Bell,SiriusXM   (Joe Gibbs),Toyota,188,running,0,20,0
18,2,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,188,running,8,30,0
19,7,48,Noah Gragson,Ally   (Rick Hendrick),Chevrolet,188,running,0,0,0
20,26,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,188,running,3,21,0
21,28,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,188,running,2,16,0
22,25,47,Ricky Stenhouse Jr,Kroger/ SunnyD   (JTG-Daugherty Racing),Chevrolet,188,running,0,20,0
23,30,42,Ty Dillon,SunseekerResorts.com   (Petty GMS Motorsports),Chevrolet,188,running,0,14,0
24,18,6,Brad Keselowski,Kohler Generators   (Jack Roush),Ford,188,running,0,13,0
25,23,17,Chris Buescher,Fastenal   (Jack Roush),Ford,188,running,1,15,0
26,22,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,188,running,1,11,0
27,11,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,188,running,0,16,0
28,8,8,Tyler Reddick,Realtree   (Richard Childress),Chevrolet,187,running,11,9,0
29,24,4,Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,187,running,0,8,0
30,31,62,Justin Allgaier,Beard Oil/South Point   (Beard Motorsports),Chevrolet,186,running,0,0,0
31,36,15,J.J. Yeley,Summit Racing Equipment   (Rick Ware),Ford,184,running,0,0,0
32,37,51,Cody Ware,Nurtec ODT UBCF   (Rick Ware),Ford,184,running,0,5,0
33,35,78,B.J. McLeod,NASCAR Rivals   (B.J. McLeod),Ford,182,running,0,0,0
34,13,16,Daniel Hemric,Celsius   (Matthew Kaulig),Chevrolet,180,electrical,0,0,0
35,32,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,44,crash,1,2,0
36,15,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,23,crash,0,1,0
37,10,23,Ty Gibbs,Monster Energy   (23XI Racing),Toyota,23,crash,0,0,0
